cod_dpto,departamento,cod_mpio,municipio,departamento_mgn,municipio_mgn,municipio_tipo_mgn,area_km2_mgn_attribute,area_km2_calc,centroid_lat,centroid_lon,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,has_mgn_centroid,has_reps_supply
05,Antioquia,05361,Ituango,ANTIOQUIA,ITUANGO,MUNICIPIO,2840.84087614,2840.840876174324,7.302956921507255,-75.85048418660388,10.0,9.0,10.0,2.0,2.0,8.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05364,Jardín,ANTIOQUIA,JARDÍN,MUNICIPIO,201.17752401,201.17752401269624,5.5744527192251825,-75.81843760119648,49.0,47.0,49.0,2.0,2.0,47.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05368,Jericó,ANTIOQUIA,JERICÓ,MUNICIPIO,204.97123284,204.97123283978257,5.769816302301131,-75.76488764371719,32.0,32.0,32.0,2.0,1.0,31.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05376,La Ceja,ANTIOQUIA,LA CEJA,MUNICIPIO,132.66672321,132.6667232081344,5.992521286733039,-75.43087260819676,197.0,189.0,197.0,16.0,1.0,196.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05380,La Estrella,ANTIOQUIA,LA ESTRELLA,MUNICIPIO,36.79265231,36.792652314563625,6.137606546465093,-75.64886805280655,80.0,75.0,80.0,12.0,3.0,77.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05390,La Pintada,ANTIOQUIA,LA PINTADA,MUNICIPIO,54.28273395,54.2827339503641,5.74658185525879,-75.6022022595376,4.0,4.0,4.0,1.0,1.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05400,La Unión,ANTIOQUIA,LA UNIÓN,MUNICIPIO,167.67033763,167.67033763046143,5.940433950408531,-75.35429035049142,52.0,51.0,52.0,8.0,1.0,51.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05411,Liborina,ANTIOQUIA,LIBORINA,MUNICIPIO,216.38676218,216.38676218447338,6.7239899447790314,-75.78300239577506,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05425,Maceo,ANTIOQUIA,MACEO,MUNICIPIO,455.26906081,455.2690607994768,6.543297899899353,-74.72371621048576,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05440,Marinilla,ANTIOQUIA,MARINILLA,MUNICIPIO,112.2360458,112.23604579681658,6.187059965791657,-75.30472421263812,198.0,174.0,198.0,7.0,1.0,197.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05467,Montebello,ANTIOQUIA,MONTEBELLO,MUNICIPIO,75.99829567,75.99829566473827,5.916858327908447,-75.51972774903555,4.0,4.0,4.0,1.0,1.0,3.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05475,Murindó,ANTIOQUIA,MURINDÓ,MUNICIPIO,1266.79247443,1266.792474636996,6.828753092948842,-76.70863756273177,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05480,Mutatá,ANTIOQUIA,MUTATÁ,MUNICIPIO,1075.02109451,1075.0210946103682,7.329567953019042,-76.4630020594404,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05483,Nariño,ANTIOQUIA,NARIÑO,MUNICIPIO,316.60387267,316.603872664207,5.58126965668919,-75.19457777261925,3.0,2.0,3.0,2.0,2.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05490,Necoclí,ANTIOQUIA,NECOCLÍ,MUNICIPIO,1255.8653231,1255.8653232674528,8.493749696740938,-76.67698740927827,45.0,37.0,45.0,17.0,8.0,37.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
