cod_mpio,year,hansen_sedes_all_hl60,hansen_sedes_all_hl120,e2sfca_sedes_all_120min,e2sfca_sedes_all_180min,hansen_sedes_ips_hl60,hansen_sedes_ips_hl120,e2sfca_sedes_ips_120min,e2sfca_sedes_ips_180min
05125,2024,5145.371766871291,9050.511200569528,0.0013436590712971575,0.0010904378413011159,642.6523907088754,1148.8477642073062,0.00012957656960783825,0.0001989582993161474
05125,2025,5145.371766871291,9050.511200569528,0.001335214218345005,0.001082511220861406,642.6523907088754,1148.8477642073062,0.00012874138038613167,0.0001972820154672489
05129,2021,9481.396550145424,12715.858319843102,0.0027348149504420175,0.0026669698995007507,1164.1382398237704,1616.5530206935252,0.0003254131029468356,0.00032228475693434115
05129,2022,9481.396550145424,12715.858319843102,0.0027121317288386296,0.002644756538096658,1164.1382398237704,1616.5530206935252,0.00032273554227589215,0.0003196213348665464
05129,2023,9481.396550145424,12715.858319843102,0.0026932194953585833,0.00262619787177881,1164.1382398237704,1616.5530206935252,0.0003205054909196241,0.00031740139748300753
05129,2024,9481.396550145424,12715.858319843102,0.0026719905512369766,0.0026054097255820436,1164.1382398237704,1616.5530206935252,0.00031799482685121433,0.0003149065240095091
05129,2025,9481.396550145424,12715.858319843102,0.0026538625694663824,0.002587627817227961,1164.1382398237704,1616.5530206935252,0.0003158570723211344,0.000312776790524191
05134,2021,2041.122867679418,5620.4181373391875,0.0007762333519012539,0.0004401702769804751,261.28871804311257,711.3375066022237,0.0001522892372276626,8.647603429669435e-05
05134,2022,2041.122867679418,5620.4181373391875,0.0007709769105871175,0.0004362329932437738,261.28871804311257,711.3375066022237,0.0001512271725561797,8.569593494645577e-05
05134,2023,2041.122867679418,5620.4181373391875,0.0007660681834675986,0.0004327165757053204,261.28871804311257,711.3375066022237,0.0001502386437744311,8.499357139517827e-05
05134,2024,2041.122867679418,5620.4181373391875,0.000760596909380419,0.00042894650585430325,261.28871804311257,711.3375066022237,0.0001491037780605036,8.423509286595159e-05
05134,2025,2041.122867679418,5620.4181373391875,0.0007562830580695982,0.00042573594508788713,261.28871804311257,711.3375066022237,0.00014823529990287077,8.359932592442374e-05
05138,2021,2640.963962382222,6421.082227386364,0.0005187443926056111,0.0005171584364605093,341.0344885811163,839.010635593225,9.55446149796564e-05,8.511479313334067e-05
05138,2022,2640.963962382222,6421.082227386364,0.0005151250419145662,0.0005128583361010557,341.0344885811163,839.010635593225,9.48626553676481e-05,8.438065656039615e-05
05138,2023,2640.963962382222,6421.082227386364,0.000511959896837372,0.0005091846885684272,341.0344885811163,839.010635593225,9.426121631320068e-05,8.37433454181439e-05
05138,2024,2640.963962382222,6421.082227386364,0.0005073411518630394,0.0005038256908135146,341.0344885811163,839.010635593225,9.338106444681577e-05,8.279310138951196e-05
05138,2025,2640.963962382222,6421.082227386364,0.000504438821257946,0.0005003689384847843,341.0344885811163,839.010635593225,9.284763107794657e-05,8.219743385853138e-05
05142,2021,2062.502001645773,5685.5522346814305,0.000677841921842857,0.0006153456685167567,266.24427911669454,724.4816214074364,0.00015466861848033713,0.00012884581740433098
05142,2022,2062.502001645773,5685.5522346814305,0.0006731405029866399,0.0006105485241550442,266.24427911669454,724.4816214074364,0.00015360180070141428,0.00012791621417436612
05142,2023,2062.502001645773,5685.5522346814305,0.0006690632789788737,0.0006064174027744103,266.24427911669454,724.4816214074364,0.00015268378852792587,0.0001271282735978135
05142,2024,2062.502001645773,5685.5522346814305,0.0006646467892589245,0.0006020273524310935,266.24427911669454,724.4816214074364,0.0001516675931380023,0.0001262726609573223
05142,2025,2062.502001645773,5685.5522346814305,0.0006608166327200592,0.0005980982513066419,266.24427911669454,724.4816214074364,0.00015079901622227343,0.00012551536548150677
05145,2021,3971.113744615607,9001.447639690108,0.0009401375107152203,0.0011271864896399372,560.4670183757885,1293.777054090008,0.0001401300083694584,0.00017514703532238172
05145,2022,3971.113744615607,9001.447639690108,0.0009341327333378024,0.0011187105741126808,560.4670183757885,1293.777054090008,0.00013924982616196591,0.0001738750211007844
05145,2023,3971.113744615607,9001.447639690108,0.000930102159688227,0.0011123297680816796,560.4670183757885,1293.777054090008,0.0001386756127572496,0.00017294744304376797
05145,2024,3971.113744615607,9001.447639690108,0.0009244621742864647,0.0011044281920532888,560.4670183757885,1293.777054090008,0.00013784973786775762,0.00017175801623677206
05145,2025,3971.113744615607,9001.447639690108,0.0009200289394840015,0.0010978485740076158,560.4670183757885,1293.777054090008,0.00013720367122233105,0.00017077835935929366
05147,2021,384.45528070842505,676.9346732471541,0.0012225303652717233,0.001172748671286273,158.73127973387002,298.5069237181893,0.0004728446342573092,0.0004589707638670716
05147,2022,384.45528070842505,676.9346732471541,0.0012161075290696112,0.001166204113021531,158.73127973387002,298.5069237181893,0.00047033681179917456,0.0004562913293146006
05147,2023,384.45528070842505,676.9346732471541,0.0012104755400020415,0.001160458402943071,158.73127973387002,298.5069237181893,0.00046813366373246984,0.00045394024066879106
05147,2024,384.45528070842505,676.9346732471541,0.0011728602474792692,0.001135258840121882,158.73127973387002,298.5069237181893,0.0004543607916792524,0.0004463507649193401
05147,2025,384.45528070842505,676.9346732471541,0.001167393728873816,0.001129776833087296,158.73127973387002,298.5069237181893,0.00045224157356787384,0.00044412682362694587
05148,2021,6077.536321771794,10236.437174064851,0.0014201810016602474,0.0014663950667046575,743.8933631103919,1289.3570410034367,0.0001664478360318267,0.0001871367015180587
05148,2022,6077.536321771794,10236.437174064851,0.0014073532342962223,0.0014538357985376595,743.8933631103919,1289.3570410034367,0.00016500400325569685,0.00018565316088074355
05148,2023,6077.536321771794,10236.437174064851,0.0013964872847802032,0.0014433254928022123,743.8933631103919,1289.3570410034367,0.00016378972087606347,0.00018443320966559873
05148,2024,6077.536321771794,10236.437174064851,0.001384677587396415,0.0014316599910550462,743.8933631103919,1289.3570410034367,0.00016245412812704988,0.00018304428895698577
05148,2025,6077.536321771794,10236.437174064851,0.0013743000887661905,0.001421555069896552,743.8933631103919,1289.3570410034367,0.00016129122667151653,0.00018186025834815656
05150,2021,3715.629024148953,7640.782488756237,0.0008772876147864312,0.0008022911660290564,455.9432745549516,935.3760504846472,0.0001445758549842344,0.0001121764072701356
05150,2022,3715.629024148953,7640.782488756237,0.0008707385985374692,0.0007953358393872417,455.9432745549516,935.3760504846472,0.00014345676224595166,0.00011121399645295075
05150,2023,3715.629024148953,7640.782488756237,0.000864727294360381,0.000789341471257115,455.9432745549516,935.3760504846472,0.00014242993078811178,0.0001103821519933905
