cod_dpto,departamento,cod_mpio,municipio,year,area_geografica,population
47,Magdalena,47001,Santa Marta,2024,Total,574486
47,Magdalena,47001,Santa Marta,2025,Cabecera Municipal,521897
47,Magdalena,47001,Santa Marta,2025,Centros Poblados y Rural Disperso,60497
47,Magdalena,47001,Santa Marta,2025,Total,582394
47,Magdalena,47030,Algarrobo,2019,Cabecera Municipal,10457
47,Magdalena,47030,Algarrobo,2019,Centros Poblados y Rural Disperso,5733
47,Magdalena,47030,Algarrobo,2019,Total,16190
47,Magdalena,47030,Algarrobo,2020,Cabecera Municipal,10839
47,Magdalena,47030,Algarrobo,2020,Centros Poblados y Rural Disperso,6074
47,Magdalena,47030,Algarrobo,2020,Total,16913
47,Magdalena,47030,Algarrobo,2021,Cabecera Municipal,11133
47,Magdalena,47030,Algarrobo,2021,Centros Poblados y Rural Disperso,6286
47,Magdalena,47030,Algarrobo,2021,Total,17419
47,Magdalena,47030,Algarrobo,2022,Cabecera Municipal,11342
47,Magdalena,47030,Algarrobo,2022,Centros Poblados y Rural Disperso,6483
47,Magdalena,47030,Algarrobo,2022,Total,17825
47,Magdalena,47030,Algarrobo,2023,Cabecera Municipal,11550
47,Magdalena,47030,Algarrobo,2023,Centros Poblados y Rural Disperso,6668
47,Magdalena,47030,Algarrobo,2023,Total,18218
47,Magdalena,47030,Algarrobo,2024,Cabecera Municipal,11754
47,Magdalena,47030,Algarrobo,2024,Centros Poblados y Rural Disperso,6861
47,Magdalena,47030,Algarrobo,2024,Total,18615
47,Magdalena,47030,Algarrobo,2025,Cabecera Municipal,11936
47,Magdalena,47030,Algarrobo,2025,Centros Poblados y Rural Disperso,7043
47,Magdalena,47030,Algarrobo,2025,Total,18979
47,Magdalena,47053,Aracataca,2019,Cabecera Municipal,24257
47,Magdalena,47053,Aracataca,2019,Centros Poblados y Rural Disperso,16789
47,Magdalena,47053,Aracataca,2019,Total,41046
47,Magdalena,47053,Aracataca,2020,Cabecera Municipal,25010
47,Magdalena,47053,Aracataca,2020,Centros Poblados y Rural Disperso,17433
47,Magdalena,47053,Aracataca,2020,Total,42443
47,Magdalena,47053,Aracataca,2021,Cabecera Municipal,25347
47,Magdalena,47053,Aracataca,2021,Centros Poblados y Rural Disperso,17813
47,Magdalena,47053,Aracataca,2021,Total,43160
47,Magdalena,47053,Aracataca,2022,Cabecera Municipal,25519
47,Magdalena,47053,Aracataca,2022,Centros Poblados y Rural Disperso,18105
47,Magdalena,47053,Aracataca,2022,Total,43624
47,Magdalena,47053,Aracataca,2023,Cabecera Municipal,25634
47,Magdalena,47053,Aracataca,2023,Centros Poblados y Rural Disperso,18398
47,Magdalena,47053,Aracataca,2023,Total,44032
47,Magdalena,47053,Aracataca,2024,Cabecera Municipal,25713
47,Magdalena,47053,Aracataca,2024,Centros Poblados y Rural Disperso,18690
47,Magdalena,47053,Aracataca,2024,Total,44403
47,Magdalena,47053,Aracataca,2025,Cabecera Municipal,25754
47,Magdalena,47053,Aracataca,2025,Centros Poblados y Rural Disperso,18965
47,Magdalena,47053,Aracataca,2025,Total,44719
47,Magdalena,47058,Ariguaní,2019,Cabecera Municipal,19354
47,Magdalena,47058,Ariguaní,2019,Centros Poblados y Rural Disperso,11420
47,Magdalena,47058,Ariguaní,2019,Total,30774
47,Magdalena,47058,Ariguaní,2020,Cabecera Municipal,19732
47,Magdalena,47058,Ariguaní,2020,Centros Poblados y Rural Disperso,11727
47,Magdalena,47058,Ariguaní,2020,Total,31459
47,Magdalena,47058,Ariguaní,2021,Cabecera Municipal,19799
47,Magdalena,47058,Ariguaní,2021,Centros Poblados y Rural Disperso,11861
47,Magdalena,47058,Ariguaní,2021,Total,31660
47,Magdalena,47058,Ariguaní,2022,Cabecera Municipal,19730
47,Magdalena,47058,Ariguaní,2022,Centros Poblados y Rural Disperso,11922
47,Magdalena,47058,Ariguaní,2022,Total,31652
47,Magdalena,47058,Ariguaní,2023,Cabecera Municipal,19624
47,Magdalena,47058,Ariguaní,2023,Centros Poblados y Rural Disperso,11975
47,Magdalena,47058,Ariguaní,2023,Total,31599
47,Magdalena,47058,Ariguaní,2024,Cabecera Municipal,19508
47,Magdalena,47058,Ariguaní,2024,Centros Poblados y Rural Disperso,12017
47,Magdalena,47058,Ariguaní,2024,Total,31525
47,Magdalena,47058,Ariguaní,2025,Cabecera Municipal,19361
47,Magdalena,47058,Ariguaní,2025,Centros Poblados y Rural Disperso,12051
47,Magdalena,47058,Ariguaní,2025,Total,31412
47,Magdalena,47161,Cerro de San Antonio,2019,Cabecera Municipal,5555
47,Magdalena,47161,Cerro de San Antonio,2019,Centros Poblados y Rural Disperso,4646
47,Magdalena,47161,Cerro de San Antonio,2019,Total,10201
47,Magdalena,47161,Cerro de San Antonio,2020,Cabecera Municipal,5760
47,Magdalena,47161,Cerro de San Antonio,2020,Centros Poblados y Rural Disperso,4778
47,Magdalena,47161,Cerro de San Antonio,2020,Total,10538
47,Magdalena,47161,Cerro de San Antonio,2021,Cabecera Municipal,5884
47,Magdalena,47161,Cerro de San Antonio,2021,Centros Poblados y Rural Disperso,4883
47,Magdalena,47161,Cerro de San Antonio,2021,Total,10767
47,Magdalena,47161,Cerro de San Antonio,2022,Cabecera Municipal,5992
47,Magdalena,47161,Cerro de San Antonio,2022,Centros Poblados y Rural Disperso,4988
47,Magdalena,47161,Cerro de San Antonio,2022,Total,10980
47,Magdalena,47161,Cerro de San Antonio,2023,Cabecera Municipal,6100
47,Magdalena,47161,Cerro de San Antonio,2023,Centros Poblados y Rural Disperso,5075
47,Magdalena,47161,Cerro de San Antonio,2023,Total,11175
47,Magdalena,47161,Cerro de San Antonio,2024,Cabecera Municipal,6199
47,Magdalena,47161,Cerro de San Antonio,2024,Centros Poblados y Rural Disperso,5175
47,Magdalena,47161,Cerro de San Antonio,2024,Total,11374
47,Magdalena,47161,Cerro de San Antonio,2025,Cabecera Municipal,6310
47,Magdalena,47161,Cerro de San Antonio,2025,Centros Poblados y Rural Disperso,5260
47,Magdalena,47161,Cerro de San Antonio,2025,Total,11570
47,Magdalena,47170,Chibolo,2019,Cabecera Municipal,14251
47,Magdalena,47170,Chibolo,2019,Centros Poblados y Rural Disperso,8410
47,Magdalena,47170,Chibolo,2019,Total,22661
47,Magdalena,47170,Chibolo,2020,Cabecera Municipal,14770
47,Magdalena,47170,Chibolo,2020,Centros Poblados y Rural Disperso,8772
47,Magdalena,47170,Chibolo,2020,Total,23542
47,Magdalena,47170,Chibolo,2021,Cabecera Municipal,15187
47,Magdalena,47170,Chibolo,2021,Centros Poblados y Rural Disperso,9037
47,Magdalena,47170,Chibolo,2021,Total,24224
47,Magdalena,47170,Chibolo,2022,Cabecera Municipal,15555
47,Magdalena,47170,Chibolo,2022,Centros Poblados y Rural Disperso,9259
47,Magdalena,47170,Chibolo,2022,Total,24814
47,Magdalena,47170,Chibolo,2023,Cabecera Municipal,15880
47,Magdalena,47170,Chibolo,2023,Centros Poblados y Rural Disperso,9489
47,Magdalena,47170,Chibolo,2023,Total,25369
47,Magdalena,47170,Chibolo,2024,Cabecera Municipal,16227
47,Magdalena,47170,Chibolo,2024,Centros Poblados y Rural Disperso,9707
47,Magdalena,47170,Chibolo,2024,Total,25934
47,Magdalena,47170,Chibolo,2025,Cabecera Municipal,16546
47,Magdalena,47170,Chibolo,2025,Centros Poblados y Rural Disperso,9938
47,Magdalena,47170,Chibolo,2025,Total,26484
47,Magdalena,47189,Ciénaga,2019,Cabecera Municipal,108763
47,Magdalena,47189,Ciénaga,2019,Centros Poblados y Rural Disperso,15088
47,Magdalena,47189,Ciénaga,2019,Total,123851
47,Magdalena,47189,Ciénaga,2020,Cabecera Municipal,113082
47,Magdalena,47189,Ciénaga,2020,Centros Poblados y Rural Disperso,15206
47,Magdalena,47189,Ciénaga,2020,Total,128288
47,Magdalena,47189,Ciénaga,2021,Cabecera Municipal,115504
47,Magdalena,47189,Ciénaga,2021,Centros Poblados y Rural Disperso,15610
47,Magdalena,47189,Ciénaga,2021,Total,131114
47,Magdalena,47189,Ciénaga,2022,Cabecera Municipal,117206
47,Magdalena,47189,Ciénaga,2022,Centros Poblados y Rural Disperso,15939
47,Magdalena,47189,Ciénaga,2022,Total,133145
47,Magdalena,47189,Ciénaga,2023,Cabecera Municipal,118795
47,Magdalena,47189,Ciénaga,2023,Centros Poblados y Rural Disperso,16218
47,Magdalena,47189,Ciénaga,2023,Total,135013
47,Magdalena,47189,Ciénaga,2024,Cabecera Municipal,120328
47,Magdalena,47189,Ciénaga,2024,Centros Poblados y Rural Disperso,16523
47,Magdalena,47189,Ciénaga,2024,Total,136851
47,Magdalena,47189,Ciénaga,2025,Cabecera Municipal,121710
47,Magdalena,47189,Ciénaga,2025,Centros Poblados y Rural Disperso,16806
47,Magdalena,47189,Ciénaga,2025,Total,138516
47,Magdalena,47205,Concordia,2019,Cabecera Municipal,4231
47,Magdalena,47205,Concordia,2019,Centros Poblados y Rural Disperso,6460
47,Magdalena,47205,Concordia,2019,Total,10691
47,Magdalena,47205,Concordia,2020,Cabecera Municipal,4301
47,Magdalena,47205,Concordia,2020,Centros Poblados y Rural Disperso,6603
47,Magdalena,47205,Concordia,2020,Total,10904
47,Magdalena,47205,Concordia,2021,Cabecera Municipal,4337
47,Magdalena,47205,Concordia,2021,Centros Poblados y Rural Disperso,6682
47,Magdalena,47205,Concordia,2021,Total,11019
47,Magdalena,47205,Concordia,2022,Cabecera Municipal,4368
47,Magdalena,47205,Concordia,2022,Centros Poblados y Rural Disperso,6725
47,Magdalena,47205,Concordia,2022,Total,11093
47,Magdalena,47205,Concordia,2023,Cabecera Municipal,4341
47,Magdalena,47205,Concordia,2023,Centros Poblados y Rural Disperso,6770
47,Magdalena,47205,Concordia,2023,Total,11111
47,Magdalena,47205,Concordia,2024,Cabecera Municipal,4351
47,Magdalena,47205,Concordia,2024,Centros Poblados y Rural Disperso,6819
47,Magdalena,47205,Concordia,2024,Total,11170
47,Magdalena,47205,Concordia,2025,Cabecera Municipal,4354
47,Magdalena,47205,Concordia,2025,Centros Poblados y Rural Disperso,6854
47,Magdalena,47205,Concordia,2025,Total,11208
47,Magdalena,47245,El Banco,2019,Cabecera Municipal,42511
47,Magdalena,47245,El Banco,2019,Centros Poblados y Rural Disperso,25225
47,Magdalena,47245,El Banco,2019,Total,67736
47,Magdalena,47245,El Banco,2020,Cabecera Municipal,43354
47,Magdalena,47245,El Banco,2020,Centros Poblados y Rural Disperso,26983
47,Magdalena,47245,El Banco,2020,Total,70337
47,Magdalena,47245,El Banco,2021,Cabecera Municipal,44035
47,Magdalena,47245,El Banco,2021,Centros Poblados y Rural Disperso,27855
47,Magdalena,47245,El Banco,2021,Total,71890
47,Magdalena,47245,El Banco,2022,Cabecera Municipal,44413
47,Magdalena,47245,El Banco,2022,Centros Poblados y Rural Disperso,28584
47,Magdalena,47245,El Banco,2022,Total,72997
47,Magdalena,47245,El Banco,2023,Cabecera Municipal,44737
47,Magdalena,47245,El Banco,2023,Centros Poblados y Rural Disperso,29307
47,Magdalena,47245,El Banco,2023,Total,74044
47,Magdalena,47245,El Banco,2024,Cabecera Municipal,45016
47,Magdalena,47245,El Banco,2024,Centros Poblados y Rural Disperso,30008
47,Magdalena,47245,El Banco,2024,Total,75024
47,Magdalena,47245,El Banco,2025,Cabecera Municipal,45221
47,Magdalena,47245,El Banco,2025,Centros Poblados y Rural Disperso,30682
47,Magdalena,47245,El Banco,2025,Total,75903
47,Magdalena,47258,El Piñón,2019,Cabecera Municipal,7645
47,Magdalena,47258,El Piñón,2019,Centros Poblados y Rural Disperso,15644
47,Magdalena,47258,El Piñón,2019,Total,23289
47,Magdalena,47258,El Piñón,2020,Cabecera Municipal,7866
47,Magdalena,47258,El Piñón,2020,Centros Poblados y Rural Disperso,16251
47,Magdalena,47258,El Piñón,2020,Total,24117
47,Magdalena,47258,El Piñón,2021,Cabecera Municipal,8049
47,Magdalena,47258,El Piñón,2021,Centros Poblados y Rural Disperso,16671
47,Magdalena,47258,El Piñón,2021,Total,24720
47,Magdalena,47258,El Piñón,2022,Cabecera Municipal,8185
47,Magdalena,47258,El Piñón,2022,Centros Poblados y Rural Disperso,17052
47,Magdalena,47258,El Piñón,2022,Total,25237
47,Magdalena,47258,El Piñón,2023,Cabecera Municipal,8284
47,Magdalena,47258,El Piñón,2023,Centros Poblados y Rural Disperso,17412
47,Magdalena,47258,El Piñón,2023,Total,25696
47,Magdalena,47258,El Piñón,2024,Cabecera Municipal,8398
47,Magdalena,47258,El Piñón,2024,Centros Poblados y Rural Disperso,17772
47,Magdalena,47258,El Piñón,2024,Total,26170
47,Magdalena,47258,El Piñón,2025,Cabecera Municipal,8480
47,Magdalena,47258,El Piñón,2025,Centros Poblados y Rural Disperso,18100
47,Magdalena,47258,El Piñón,2025,Total,26580
47,Magdalena,47268,El Retén,2019,Cabecera Municipal,15810
47,Magdalena,47268,El Retén,2019,Centros Poblados y Rural Disperso,4323
47,Magdalena,47268,El Retén,2019,Total,20133
47,Magdalena,47268,El Retén,2020,Cabecera Municipal,16166
47,Magdalena,47268,El Retén,2020,Centros Poblados y Rural Disperso,4530
47,Magdalena,47268,El Retén,2020,Total,20696
47,Magdalena,47268,El Retén,2021,Cabecera Municipal,16327
47,Magdalena,47268,El Retén,2021,Centros Poblados y Rural Disperso,4623
47,Magdalena,47268,El Retén,2021,Total,20950
47,Magdalena,47268,El Retén,2022,Cabecera Municipal,16398
47,Magdalena,47268,El Retén,2022,Centros Poblados y Rural Disperso,4680
47,Magdalena,47268,El Retén,2022,Total,21078
47,Magdalena,47268,El Retén,2023,Cabecera Municipal,16451
47,Magdalena,47268,El Retén,2023,Centros Poblados y Rural Disperso,4735
47,Magdalena,47268,El Retén,2023,Total,21186
47,Magdalena,47268,El Retén,2024,Cabecera Municipal,16480
47,Magdalena,47268,El Retén,2024,Centros Poblados y Rural Disperso,4794
47,Magdalena,47268,El Retén,2024,Total,21274
47,Magdalena,47268,El Retén,2025,Cabecera Municipal,16486
47,Magdalena,47268,El Retén,2025,Centros Poblados y Rural Disperso,4837
47,Magdalena,47268,El Retén,2025,Total,21323
47,Magdalena,47288,Fundación,2019,Cabecera Municipal,58332
47,Magdalena,47288,Fundación,2019,Centros Poblados y Rural Disperso,10174
47,Magdalena,47288,Fundación,2019,Total,68506
47,Magdalena,47288,Fundación,2020,Cabecera Municipal,60122
47,Magdalena,47288,Fundación,2020,Centros Poblados y Rural Disperso,10775
47,Magdalena,47288,Fundación,2020,Total,70897
47,Magdalena,47288,Fundación,2021,Cabecera Municipal,61294
47,Magdalena,47288,Fundación,2021,Centros Poblados y Rural Disperso,11116
47,Magdalena,47288,Fundación,2021,Total,72410
47,Magdalena,47288,Fundación,2022,Cabecera Municipal,62091
47,Magdalena,47288,Fundación,2022,Centros Poblados y Rural Disperso,11356
47,Magdalena,47288,Fundación,2022,Total,73447
47,Magdalena,47288,Fundación,2023,Cabecera Municipal,62794
47,Magdalena,47288,Fundación,2023,Centros Poblados y Rural Disperso,11633
47,Magdalena,47288,Fundación,2023,Total,74427
47,Magdalena,47288,Fundación,2024,Cabecera Municipal,63485
47,Magdalena,47288,Fundación,2024,Centros Poblados y Rural Disperso,11875
47,Magdalena,47288,Fundación,2024,Total,75360
47,Magdalena,47288,Fundación,2025,Cabecera Municipal,64102
47,Magdalena,47288,Fundación,2025,Centros Poblados y Rural Disperso,12111
47,Magdalena,47288,Fundación,2025,Total,76213
47,Magdalena,47318,Guamal,2019,Cabecera Municipal,8480
47,Magdalena,47318,Guamal,2019,Centros Poblados y Rural Disperso,18823
47,Magdalena,47318,Guamal,2019,Total,27303
47,Magdalena,47318,Guamal,2020,Cabecera Municipal,8592
47,Magdalena,47318,Guamal,2020,Centros Poblados y Rural Disperso,19558
47,Magdalena,47318,Guamal,2020,Total,28150
47,Magdalena,47318,Guamal,2021,Cabecera Municipal,8594
47,Magdalena,47318,Guamal,2021,Centros Poblados y Rural Disperso,19833
47,Magdalena,47318,Guamal,2021,Total,28427
47,Magdalena,47318,Guamal,2022,Cabecera Municipal,8540
47,Magdalena,47318,Guamal,2022,Centros Poblados y Rural Disperso,20007
47,Magdalena,47318,Guamal,2022,Total,28547
47,Magdalena,47318,Guamal,2023,Cabecera Municipal,8437
47,Magdalena,47318,Guamal,2023,Centros Poblados y Rural Disperso,20178
47,Magdalena,47318,Guamal,2023,Total,28615
47,Magdalena,47318,Guamal,2024,Cabecera Municipal,8323
47,Magdalena,47318,Guamal,2024,Centros Poblados y Rural Disperso,20345
47,Magdalena,47318,Guamal,2024,Total,28668
47,Magdalena,47318,Guamal,2025,Cabecera Municipal,8174
47,Magdalena,47318,Guamal,2025,Centros Poblados y Rural Disperso,20484
47,Magdalena,47318,Guamal,2025,Total,28658
47,Magdalena,47460,Nueva Granada,2019,Cabecera Municipal,8351
47,Magdalena,47460,Nueva Granada,2019,Centros Poblados y Rural Disperso,11923
47,Magdalena,47460,Nueva Granada,2019,Total,20274
47,Magdalena,47460,Nueva Granada,2020,Cabecera Municipal,8592
47,Magdalena,47460,Nueva Granada,2020,Centros Poblados y Rural Disperso,12368
47,Magdalena,47460,Nueva Granada,2020,Total,20960
47,Magdalena,47460,Nueva Granada,2021,Cabecera Municipal,8789
47,Magdalena,47460,Nueva Granada,2021,Centros Poblados y Rural Disperso,12683
47,Magdalena,47460,Nueva Granada,2021,Total,21472
47,Magdalena,47460,Nueva Granada,2022,Cabecera Municipal,8936
47,Magdalena,47460,Nueva Granada,2022,Centros Poblados y Rural Disperso,12936
47,Magdalena,47460,Nueva Granada,2022,Total,21872
47,Magdalena,47460,Nueva Granada,2023,Cabecera Municipal,9073
47,Magdalena,47460,Nueva Granada,2023,Centros Poblados y Rural Disperso,13192
47,Magdalena,47460,Nueva Granada,2023,Total,22265
47,Magdalena,47460,Nueva Granada,2024,Cabecera Municipal,9202
47,Magdalena,47460,Nueva Granada,2024,Centros Poblados y Rural Disperso,13448
47,Magdalena,47460,Nueva Granada,2024,Total,22650
47,Magdalena,47460,Nueva Granada,2025,Cabecera Municipal,9323
47,Magdalena,47460,Nueva Granada,2025,Centros Poblados y Rural Disperso,13713
47,Magdalena,47460,Nueva Granada,2025,Total,23036
47,Magdalena,47541,Pedraza,2019,Cabecera Municipal,3080
47,Magdalena,47541,Pedraza,2019,Centros Poblados y Rural Disperso,6342
47,Magdalena,47541,Pedraza,2019,Total,9422
47,Magdalena,47541,Pedraza,2020,Cabecera Municipal,3179
47,Magdalena,47541,Pedraza,2020,Centros Poblados y Rural Disperso,6513
47,Magdalena,47541,Pedraza,2020,Total,9692
47,Magdalena,47541,Pedraza,2021,Cabecera Municipal,3216
47,Magdalena,47541,Pedraza,2021,Centros Poblados y Rural Disperso,6640
47,Magdalena,47541,Pedraza,2021,Total,9856
47,Magdalena,47541,Pedraza,2022,Cabecera Municipal,3245
47,Magdalena,47541,Pedraza,2022,Centros Poblados y Rural Disperso,6759
47,Magdalena,47541,Pedraza,2022,Total,10004
47,Magdalena,47541,Pedraza,2023,Cabecera Municipal,3243
47,Magdalena,47541,Pedraza,2023,Centros Poblados y Rural Disperso,6882
47,Magdalena,47541,Pedraza,2023,Total,10125
47,Magdalena,47541,Pedraza,2024,Cabecera Municipal,3243
47,Magdalena,47541,Pedraza,2024,Centros Poblados y Rural Disperso,7005
47,Magdalena,47541,Pedraza,2024,Total,10248
47,Magdalena,47541,Pedraza,2025,Cabecera Municipal,3201
47,Magdalena,47541,Pedraza,2025,Centros Poblados y Rural Disperso,7128
47,Magdalena,47541,Pedraza,2025,Total,10329
47,Magdalena,47545,Pijiño del Carmen,2019,Cabecera Municipal,5851
47,Magdalena,47545,Pijiño del Carmen,2019,Centros Poblados y Rural Disperso,6682
47,Magdalena,47545,Pijiño del Carmen,2019,Total,12533
47,Magdalena,47545,Pijiño del Carmen,2020,Cabecera Municipal,6024
47,Magdalena,47545,Pijiño del Carmen,2020,Centros Poblados y Rural Disperso,7029
47,Magdalena,47545,Pijiño del Carmen,2020,Total,13053
47,Magdalena,47545,Pijiño del Carmen,2021,Cabecera Municipal,6146
47,Magdalena,47545,Pijiño del Carmen,2021,Centros Poblados y Rural Disperso,7222
47,Magdalena,47545,Pijiño del Carmen,2021,Total,13368
47,Magdalena,47545,Pijiño del Carmen,2022,Cabecera Municipal,6199
47,Magdalena,47545,Pijiño del Carmen,2022,Centros Poblados y Rural Disperso,7396
47,Magdalena,47545,Pijiño del Carmen,2022,Total,13595
47,Magdalena,47545,Pijiño del Carmen,2023,Cabecera Municipal,6261
47,Magdalena,47545,Pijiño del Carmen,2023,Centros Poblados y Rural Disperso,7552
47,Magdalena,47545,Pijiño del Carmen,2023,Total,13813
47,Magdalena,47545,Pijiño del Carmen,2024,Cabecera Municipal,6311
47,Magdalena,47545,Pijiño del Carmen,2024,Centros Poblados y Rural Disperso,7708
47,Magdalena,47545,Pijiño del Carmen,2024,Total,14019
47,Magdalena,47545,Pijiño del Carmen,2025,Cabecera Municipal,6353
47,Magdalena,47545,Pijiño del Carmen,2025,Centros Poblados y Rural Disperso,7876
47,Magdalena,47545,Pijiño del Carmen,2025,Total,14229
47,Magdalena,47551,Pivijay,2019,Cabecera Municipal,22209
47,Magdalena,47551,Pivijay,2019,Centros Poblados y Rural Disperso,15871
47,Magdalena,47551,Pivijay,2019,Total,38080
47,Magdalena,47551,Pivijay,2020,Cabecera Municipal,22718
47,Magdalena,47551,Pivijay,2020,Centros Poblados y Rural Disperso,16224
47,Magdalena,47551,Pivijay,2020,Total,38942
47,Magdalena,47551,Pivijay,2021,Cabecera Municipal,23000
47,Magdalena,47551,Pivijay,2021,Centros Poblados y Rural Disperso,16447
47,Magdalena,47551,Pivijay,2021,Total,39447
47,Magdalena,47551,Pivijay,2022,Cabecera Municipal,23192
47,Magdalena,47551,Pivijay,2022,Centros Poblados y Rural Disperso,16602
47,Magdalena,47551,Pivijay,2022,Total,39794
47,Magdalena,47551,Pivijay,2023,Cabecera Municipal,23347
47,Magdalena,47551,Pivijay,2023,Centros Poblados y Rural Disperso,16745
47,Magdalena,47551,Pivijay,2023,Total,40092
47,Magdalena,47551,Pivijay,2024,Cabecera Municipal,23496
47,Magdalena,47551,Pivijay,2024,Centros Poblados y Rural Disperso,16910
47,Magdalena,47551,Pivijay,2024,Total,40406
47,Magdalena,47551,Pivijay,2025,Cabecera Municipal,23611
47,Magdalena,47551,Pivijay,2025,Centros Poblados y Rural Disperso,17058
47,Magdalena,47551,Pivijay,2025,Total,40669
47,Magdalena,47555,Plato,2019,Cabecera Municipal,48853
47,Magdalena,47555,Plato,2019,Centros Poblados y Rural Disperso,15061
47,Magdalena,47555,Plato,2019,Total,63914
47,Magdalena,47555,Plato,2020,Cabecera Municipal,50730
47,Magdalena,47555,Plato,2020,Centros Poblados y Rural Disperso,15540
47,Magdalena,47555,Plato,2020,Total,66270
47,Magdalena,47555,Plato,2021,Cabecera Municipal,52141
47,Magdalena,47555,Plato,2021,Centros Poblados y Rural Disperso,15955
47,Magdalena,47555,Plato,2021,Total,68096
47,Magdalena,47555,Plato,2022,Cabecera Municipal,53346
47,Magdalena,47555,Plato,2022,Centros Poblados y Rural Disperso,16334
47,Magdalena,47555,Plato,2022,Total,69680
47,Magdalena,47555,Plato,2023,Cabecera Municipal,54509
47,Magdalena,47555,Plato,2023,Centros Poblados y Rural Disperso,16681
47,Magdalena,47555,Plato,2023,Total,71190
47,Magdalena,47555,Plato,2024,Cabecera Municipal,55697
47,Magdalena,47555,Plato,2024,Centros Poblados y Rural Disperso,17045
47,Magdalena,47555,Plato,2024,Total,72742
47,Magdalena,47555,Plato,2025,Cabecera Municipal,56855
47,Magdalena,47555,Plato,2025,Centros Poblados y Rural Disperso,17387
47,Magdalena,47555,Plato,2025,Total,74242
47,Magdalena,47570,Puebloviejo,2019,Cabecera Municipal,10048
47,Magdalena,47570,Puebloviejo,2019,Centros Poblados y Rural Disperso,20877
47,Magdalena,47570,Puebloviejo,2019,Total,30925
47,Magdalena,47570,Puebloviejo,2020,Cabecera Municipal,10256
47,Magdalena,47570,Puebloviejo,2020,Centros Poblados y Rural Disperso,21923
47,Magdalena,47570,Puebloviejo,2020,Total,32179
47,Magdalena,47570,Puebloviejo,2021,Cabecera Municipal,10394
47,Magdalena,47570,Puebloviejo,2021,Centros Poblados y Rural Disperso,22478
47,Magdalena,47570,Puebloviejo,2021,Total,32872
47,Magdalena,47570,Puebloviejo,2022,Cabecera Municipal,10430
47,Magdalena,47570,Puebloviejo,2022,Centros Poblados y Rural Disperso,22898
47,Magdalena,47570,Puebloviejo,2022,Total,33328
47,Magdalena,47570,Puebloviejo,2023,Cabecera Municipal,10434
47,Magdalena,47570,Puebloviejo,2023,Centros Poblados y Rural Disperso,23316
47,Magdalena,47570,Puebloviejo,2023,Total,33750
47,Magdalena,47570,Puebloviejo,2024,Cabecera Municipal,10440
47,Magdalena,47570,Puebloviejo,2024,Centros Poblados y Rural Disperso,23722
47,Magdalena,47570,Puebloviejo,2024,Total,34162
47,Magdalena,47570,Puebloviejo,2025,Cabecera Municipal,10409
47,Magdalena,47570,Puebloviejo,2025,Centros Poblados y Rural Disperso,24107
47,Magdalena,47570,Puebloviejo,2025,Total,34516
47,Magdalena,47605,Remolino,2019,Cabecera Municipal,7671
47,Magdalena,47605,Remolino,2019,Centros Poblados y Rural Disperso,4192
47,Magdalena,47605,Remolino,2019,Total,11863
47,Magdalena,47605,Remolino,2020,Cabecera Municipal,7981
47,Magdalena,47605,Remolino,2020,Centros Poblados y Rural Disperso,4321
47,Magdalena,47605,Remolino,2020,Total,12302
47,Magdalena,47605,Remolino,2021,Cabecera Municipal,8205
47,Magdalena,47605,Remolino,2021,Centros Poblados y Rural Disperso,4456
47,Magdalena,47605,Remolino,2021,Total,12661
47,Magdalena,47605,Remolino,2022,Cabecera Municipal,8391
47,Magdalena,47605,Remolino,2022,Centros Poblados y Rural Disperso,4559
47,Magdalena,47605,Remolino,2022,Total,12950
47,Magdalena,47605,Remolino,2023,Cabecera Municipal,8577
47,Magdalena,47605,Remolino,2023,Centros Poblados y Rural Disperso,4661
47,Magdalena,47605,Remolino,2023,Total,13238
47,Magdalena,47605,Remolino,2024,Cabecera Municipal,8756
47,Magdalena,47605,Remolino,2024,Centros Poblados y Rural Disperso,4777
47,Magdalena,47605,Remolino,2024,Total,13533
47,Magdalena,47605,Remolino,2025,Cabecera Municipal,8925
47,Magdalena,47605,Remolino,2025,Centros Poblados y Rural Disperso,4883
47,Magdalena,47605,Remolino,2025,Total,13808
47,Magdalena,47660,Sabanas de San Ángel,2019,Cabecera Municipal,4617
47,Magdalena,47660,Sabanas de San Ángel,2019,Centros Poblados y Rural Disperso,11316
47,Magdalena,47660,Sabanas de San Ángel,2019,Total,15933
47,Magdalena,47660,Sabanas de San Ángel,2020,Cabecera Municipal,4693
47,Magdalena,47660,Sabanas de San Ángel,2020,Centros Poblados y Rural Disperso,11574
47,Magdalena,47660,Sabanas de San Ángel,2020,Total,16267
47,Magdalena,47660,Sabanas de San Ángel,2021,Cabecera Municipal,4728
47,Magdalena,47660,Sabanas de San Ángel,2021,Centros Poblados y Rural Disperso,11702
47,Magdalena,47660,Sabanas de San Ángel,2021,Total,16430
47,Magdalena,47660,Sabanas de San Ángel,2022,Cabecera Municipal,4757
47,Magdalena,47660,Sabanas de San Ángel,2022,Centros Poblados y Rural Disperso,11791
47,Magdalena,47660,Sabanas de San Ángel,2022,Total,16548
47,Magdalena,47660,Sabanas de San Ángel,2023,Cabecera Municipal,4743
47,Magdalena,47660,Sabanas de San Ángel,2023,Centros Poblados y Rural Disperso,11865
47,Magdalena,47660,Sabanas de San Ángel,2023,Total,16608
