cod_mpio,year,rips_f_atenciones,rips_f_rows,rips_f_diagnosticos_distinct,rips_f_tipos_atencion_distinct
44090,2020,1051,99,49,3
44090,2021,2374,86,42,4
44098,2019,1297,66,52,4
44098,2020,345,47,35,4
44098,2021,504,54,39,3
44110,2019,1992,80,41,4
44110,2020,7290,57,24,4
44110,2021,6997,110,51,4
44279,2019,39327,454,143,4
44279,2020,44453,590,151,4
44279,2021,56348,652,168,4
44378,2019,8987,255,93,4
44378,2020,9488,176,64,4
44378,2021,4585,177,61,4
44420,2019,2095,77,26,4
44420,2020,194,40,11,3
44420,2021,30,21,6,3
44430,2019,82854,910,272,4
44430,2020,47996,507,189,4
44430,2021,69959,540,221,4
44560,2019,1097,110,71,4
44560,2020,1402,90,55,4
44560,2021,2604,109,72,4
44650,2019,24270,270,157,4
44650,2020,12005,190,116,4
44650,2021,17607,239,147,4
44847,2019,5074,242,91,4
44847,2020,2060,212,84,4
44847,2021,8290,253,108,4
44855,2019,9565,166,71,4
44855,2020,10835,127,54,4
44855,2021,9524,165,66,4
44874,2019,8723,179,94,4
44874,2020,2749,107,64,4
44874,2021,4830,116,82,4
47001,2019,26724,324,243,4
47001,2020,15187,271,204,4
47001,2021,11178,222,139,4
47030,2019,258,56,37,4
47030,2020,382,46,33,4
47030,2021,104,28,18,4
47053,2019,696,95,72,4
47053,2020,1131,89,62,4
47053,2021,885,108,75,4
47058,2019,885,144,70,4
47058,2020,423,109,71,4
47058,2021,241,63,37,4
47161,2019,320,94,33,4
47161,2020,616,82,33,4
47161,2021,601,102,42,4
47170,2019,503,112,39,4
47170,2020,487,92,33,4
47170,2021,840,155,50,4
47189,2019,15223,764,276,4
47189,2020,8584,685,202,4
47189,2021,3804,308,144,4
47205,2019,202,56,44,4
47205,2020,202,36,34,3
47205,2021,330,61,54,3
47245,2019,1360,287,195,4
47245,2020,2594,290,134,4
47245,2021,1784,236,106,4
47258,2019,297,79,43,4
47258,2020,272,66,35,4
47258,2021,369,66,45,4
47268,2019,429,89,48,4
47268,2020,643,107,51,4
47268,2021,574,149,73,4
47288,2019,6729,263,143,4
47288,2020,5997,306,134,4
47288,2021,6056,437,144,4
47318,2019,1371,230,110,4
47318,2020,741,172,91,4
47318,2021,502,115,68,4
47460,2019,628,227,157,4
47460,2020,441,137,100,4
47460,2021,191,40,26,4
47541,2019,157,37,29,4
47541,2020,77,22,19,2
47541,2021,110,41,36,3
47545,2019,215,66,30,4
47545,2020,200,57,26,4
47545,2021,265,78,32,4
47551,2019,2576,322,111,4
47551,2020,1362,274,103,4
47551,2021,1990,232,101,4
47555,2019,6617,823,321,4
47555,2020,4024,501,291,4
47555,2021,1689,204,113,4
47570,2019,588,70,43,4
47570,2020,435,94,59,4
47570,2021,401,111,79,4
47605,2019,107,47,33,4
47605,2020,116,23,18,3
47605,2021,217,29,20,4
47660,2019,80,34,28,4
47660,2020,51,21,18,3
47660,2021,60,23,18,3
47675,2019,119,58,36,4
47675,2020,149,33,18,3
47675,2021,631,75,39,3
47692,2019,849,141,60,4
47692,2020,330,90,52,4
47692,2021,679,130,74,4
47703,2019,168,55,41,4
47703,2020,87,35,29,4
47703,2021,165,60,49,3
47707,2019,915,283,195,4
47707,2020,770,191,121,4
47707,2021,549,132,62,4
47720,2019,103,31,18,4
47720,2020,91,24,17,4
47720,2021,207,42,26,4
47745,2019,515,73,53,4
47745,2020,145,41,35,4
47745,2021,498,58,49,3
47798,2019,161,50,44,4
47798,2020,208,36,33,4
47798,2021,212,55,44,4
47960,2019,75,18,17,3
47960,2020,62,17,13,3
47960,2021,35,15,14,3
47980,2019,2815,71,53,4
47980,2020,513,87,63,4
47980,2021,739,138,81,4
50001,2019,201859,1558,334,4
50001,2020,78531,970,276,4
50001,2021,53052,982,268,4
50006,2019,6196,445,205,4
50006,2020,6523,447,174,4
50006,2021,6498,440,182,4
50110,2019,198,84,39,4
50110,2020,257,86,34,4
50110,2021,352,98,42,3
50124,2019,217,100,39,4
50124,2020,71,46,20,4
50124,2021,81,53,20,4
50150,2019,822,166,58,4
50150,2020,504,125,44,4
50150,2021,741,185,62,4
50223,2019,539,208,47,4
50223,2020,273,118,32,4
50223,2021,152,62,17,3
50226,2019,6607,404,110,4
50226,2020,2397,376,93,4
50226,2021,1233,265,85,4
50245,2019,373,38,15,4
50245,2020,57,31,12,2
50245,2021,40,28,12,3
50251,2019,242,141,53,4
50251,2020,326,104,37,4
50251,2021,181,65,32,3
50270,2019,118,60,30,4
50270,2020,184,76,24,4
50270,2021,264,104,41,3
50287,2019,1087,263,89,4
50287,2020,635,172,58,3
50287,2021,1772,183,62,4
50313,2019,4471,250,160,4
50313,2020,3410,182,93,4
50313,2021,9169,367,157,4
50318,2019,684,195,83,4
50318,2020,783,180,80,4
50318,2021,530,146,78,4
50325,2019,141,55,31,4
50325,2020,93,38,20,4
50325,2021,51,19,14,3
50330,2019,649,109,61,4
50330,2020,233,83,45,4
50330,2021,149,70,43,4
50350,2019,156,85,51,4
50350,2020,133,68,41,3
50350,2021,191,63,34,4
50370,2019,81,29,22,2
50370,2020,85,29,20,4
50370,2021,34,22,18,4
50400,2019,197,79,55,4
50400,2020,243,63,44,4
50400,2021,392,65,48,4
50450,2019,442,56,43,4
50450,2020,194,56,46,4
50450,2021,153,49,34,4
50568,2019,2003,186,129,4
50568,2020,852,144,87,4
50568,2021,598,144,89,4
50573,2019,768,143,93,4
50573,2020,290,51,45,4
50573,2021,664,125,82,4
50577,2019,209,59,41,4
50577,2020,103,26,23,4
50577,2021,82,27,19,4
50590,2019,168,56,41,4
50590,2020,197,53,40,4
50590,2021,365,77,56,4
50606,2019,719,120,99,4
50606,2020,566,71,64,4
50606,2021,349,69,64,4
50680,2019,265,97,65,4
50680,2020,143,53,34,4
50680,2021,219,72,46,4
50683,2019,205,52,32,4
50683,2020,182,53,30,4
50683,2021,115,33,23,4
50686,2019,29,14,13,2
50686,2020,28,9,8,1
50686,2021,20,14,12,3
50689,2019,900,163,91,4
50689,2020,1712,275,115,4
50689,2021,2188,242,106,4
50711,2019,791,161,70,4
50711,2020,652,132,55,4
50711,2021,1050,157,77,4
52001,2019,180909,740,250,4
52001,2020,181141,897,324,4
52001,2021,95687,542,238,4
52019,2019,1712,87,47,3
52019,2020,648,50,23,4
52019,2021,598,96,45,4
52022,2019,521,10,9,3
52022,2020,107,19,18,4
52022,2021,378,38,32,4
52036,2019,2275,123,72,4
52036,2020,1353,87,48,4
52036,2021,886,70,34,4
52051,2019,519,79,40,4
52051,2020,1340,142,34,4
52051,2021,567,84,37,4
52079,2019,6074,391,142,4
52079,2020,4475,378,95,4
52079,2021,4897,445,142,4
52083,2019,2814,216,66,4
52083,2020,1405,163,59,4
52083,2021,677,121,52,4
52110,2019,10732,335,145,4
52110,2020,5171,225,86,4
52110,2021,2565,135,74,4
52203,2019,1596,196,85,4
52203,2020,2209,210,79,4
52203,2021,1464,176,69,4
52207,2019,8536,334,109,4
52207,2020,4496,205,72,4
52207,2021,3284,234,81,4
52210,2019,2173,218,81,4
52210,2020,1559,139,44,4
52210,2021,1047,147,40,4
52215,2019,2383,234,88,4
52215,2020,1276,140,78,4
52215,2021,2059,128,43,4
52224,2019,1146,115,44,4
52224,2020,971,132,58,4
52224,2021,753,123,47,4
52227,2019,2730,230,117,4
52227,2020,3604,170,75,4
52227,2021,2710,149,88,4
52233,2019,868,158,57,4
52233,2020,377,87,43,4
52233,2021,454,73,25,4
52240,2019,1340,73,41,4
52240,2020,724,44,28,4
52240,2021,2884,70,38,4
52250,2019,235,57,34,4
52250,2020,358,77,37,4
52250,2021,440,84,55,4
52254,2019,1540,116,58,4
52254,2020,1128,116,48,4
52254,2021,719,90,53,4
52256,2019,578,130,50,4
52256,2020,673,141,47,4
52256,2021,663,85,49,4
52258,2019,1580,96,71,4
52258,2020,1371,93,48,4
52258,2021,685,95,73,4
52260,2019,2213,114,88,4
52260,2020,2344,130,90,4
52260,2021,1323,100,74,4
52287,2019,1347,72,50,4
52287,2020,352,45,27,4
52287,2021,478,49,24,4
52317,2019,978,111,68,4
52317,2020,583,81,58,4
52317,2021,1221,86,43,4
52320,2019,5199,248,108,4
52320,2020,2939,159,76,4
52320,2021,1600,151,69,4
52323,2019,1282,166,57,4
52323,2020,952,141,65,4
52323,2021,869,136,59,4
52352,2019,1339,139,62,4
52352,2020,1444,106,41,3
52352,2021,1051,124,47,4
52354,2019,3386,198,83,4
52354,2020,1022,110,47,4
52354,2021,387,56,38,4
52356,2019,29210,478,232,4
52356,2020,28431,585,201,4
52356,2021,43204,866,246,4
52378,2019,2654,158,95,4
52378,2020,672,89,68,4
52378,2021,2122,126,75,4
52381,2019,8632,150,74,4
52381,2020,3301,128,47,4
52381,2021,1783,72,29,4
52385,2019,601,42,23,4
52385,2020,553,48,24,4
52385,2021,240,42,26,4
52390,2019,94,24,12,4
52390,2020,60,15,11,2
52390,2021,148,31,19,4
52399,2019,9413,379,152,4
52399,2020,6910,264,113,4
52399,2021,8536,398,132,4
52405,2019,952,174,74,4
52405,2020,738,103,51,4
52405,2021,772,75,41,4
52411,2019,1819,118,73,4
52411,2020,1776,142,64,4
52411,2021,1036,85,49,4
52418,2019,810,55,50,4
52418,2020,538,41,36,4
52418,2021,265,38,35,4
52427,2019,66,21,19,4
52427,2020,41,13,11,4
52427,2021,71,14,11,4
52435,2019,377,25,23,4
52435,2020,226,23,16,4
52435,2021,106,18,18,3
52473,2019,33,20,17,4
52473,2020,36,14,6,3
52473,2021,48,24,21,3
52480,2019,444,30,24,3
52480,2020,22,2,2,1
52480,2021,19,6,6,4
52490,2019,303,56,35,4
52490,2020,423,61,27,4
52490,2021,597,62,35,4
52506,2019,1690,144,84,4
52506,2020,475,74,34,4
52506,2021,378,51,42,4
52520,2019,10315,336,163,4
52520,2020,17350,231,140,4
52520,2021,16951,257,127,4
52540,2019,1522,122,60,4
52540,2020,691,77,47,4
52540,2021,1166,114,52,4
52560,2019,2611,208,96,4
52560,2020,1634,185,73,4
52560,2021,1638,161,75,4
52565,2019,974,127,60,4
52565,2020,583,78,29,4
52565,2021,699,69,37,4
52573,2019,1478,126,56,4
52573,2020,1712,133,49,4
52573,2021,1009,135,59,4
52585,2019,3968,315,130,4
52585,2020,4034,263,98,4
52585,2021,4716,285,91,4
52612,2019,1266,94,56,4
52612,2020,1776,127,50,4
52612,2021,1928,146,50,4
52621,2019,351,67,41,4
52621,2020,612,55,21,4
52621,2021,200,45,24,4
52678,2019,6277,363,149,4
52678,2020,5153,459,103,4
52678,2021,3575,250,76,4
52683,2019,5866,188,92,4
52683,2020,1987,94,56,4
52683,2021,1791,73,50,4
52685,2019,1015,36,26,4
52685,2020,85,8,8,3
52685,2021,226,24,12,3
52687,2019,871,33,24,4
52687,2020,329,47,39,4
52687,2021,710,68,44,4
52693,2019,3076,165,83,4
52693,2020,1361,108,65,4
52693,2021,559,45,35,4
52694,2019,1554,82,39,4
52694,2020,391,50,22,4
52694,2021,334,53,24,4
52696,2019,120,42,13,4
52696,2020,23,18,7,2
52696,2021,308,38,12,4
52699,2019,756,34,22,4
52699,2020,211,27,15,3
52699,2021,612,64,32,4
52720,2019,2425,104,43,4
52720,2020,954,73,30,4
52720,2021,504,78,35,4
52786,2019,4250,308,116,4
52786,2020,4281,287,101,4
52786,2021,2711,252,87,4
52788,2019,6253,289,111,4
52788,2020,6256,268,76,4
52788,2021,3536,240,83,4
52835,2019,6624,205,135,4
52835,2020,4574,231,111,4
52835,2021,8359,287,154,4
52838,2019,5327,170,139,4
52838,2020,3193,92,73,4
52838,2021,3052,90,74,4
52885,2019,1998,88,36,4
52885,2020,886,74,39,4
52885,2021,1778,88,33,3
54001,2019,219472,1461,348,4
54001,2020,190638,1011,337,4
54001,2021,149216,877,290,4
54003,2019,2878,253,143,4
54003,2020,2948,218,122,4
54003,2021,2435,222,125,4
54051,2019,361,56,41,3
54051,2020,109,29,16,4
54051,2021,263,66,36,4
54099,2019,232,35,19,4
54099,2020,162,32,24,3
54099,2021,280,64,38,3
54109,2019,197,45,20,3
54109,2020,413,47,17,3
54109,2021,787,117,50,3
54125,2019,120,53,31,4
54125,2020,131,43,24,2
54125,2021,174,46,25,4
54128,2019,291,87,50,4
54128,2020,522,83,46,4
54128,2021,778,86,48,4
54172,2019,1047,188,99,4
54172,2020,1375,184,80,4
54172,2021,3344,294,124,4
54174,2019,374,129,63,4
54174,2020,267,72,38,4
54174,2021,309,91,49,4
54206,2019,413,73,57,4
54206,2020,824,54,43,4
54206,2021,398,70,61,4
54223,2019,107,24,22,4
54223,2020,287,37,30,4
54223,2021,205,37,32,4
54239,2019,184,44,25,4
54239,2020,89,27,19,3
54239,2021,82,34,24,3
54245,2019,1037,94,60,4
54245,2020,778,62,42,4
54245,2021,408,73,51,4
54250,2019,566,50,38,4
54250,2020,276,42,32,4
54250,2021,152,52,43,4
54261,2019,2196,173,86,4
54261,2020,2140,160,81,4
54261,2021,1828,173,78,4
54313,2019,146,47,19,4
54313,2020,430,42,21,4
54313,2021,131,45,29,2
54344,2019,194,58,40,4
54344,2020,343,54,33,4
54344,2021,273,68,47,3
54347,2019,148,38,23,2
54347,2020,80,29,17,2
54347,2021,71,26,16,3
54377,2019,475,61,35,4
54377,2020,283,55,41,4
54377,2021,228,36,27,4
54385,2019,266,96,66,4
54385,2020,916,95,64,4
54385,2021,594,102,62,4
54398,2019,646,122,66,4
54398,2020,960,100,55,4
54398,2021,1141,157,81,4
54405,2019,10700,490,154,4
54405,2020,9846,390,152,4
54405,2021,12126,523,184,4
54418,2019,164,42,27,4
54418,2020,250,37,17,4
54418,2021,86,36,24,4
54480,2019,206,54,34,3
54480,2020,273,60,35,4
54480,2021,50,23,19,2
54498,2019,11584,302,198,4
54498,2020,25710,439,203,4
54498,2021,30453,618,253,4
54518,2019,4839,295,179,4
54518,2020,5686,242,150,4
54518,2021,4465,244,159,4
54520,2019,131,35,26,4
54520,2020,200,33,28,4
54520,2021,81,33,25,4
54553,2019,172,59,33,4
54553,2020,570,88,38,4
54553,2021,373,89,42,3
54599,2019,294,39,26,4
54599,2020,95,22,16,4
54599,2021,202,45,35,4
54660,2019,131,23,23,4
54660,2020,58,9,9,2
54660,2021,96,15,12,3
54670,2019,176,37,23,3
54670,2020,70,24,17,3
54670,2021,96,30,22,3
54673,2019,213,61,42,4
54673,2020,146,37,34,2
54673,2021,146,50,35,4
54680,2019,52,26,23,4
54680,2020,160,26,20,4
54680,2021,85,23,19,4
54720,2019,618,122,69,4
54720,2020,914,121,71,4
54720,2021,430,88,54,3
54743,2019,77,25,20,4
54743,2020,115,28,26,4
54743,2021,95,27,23,4
54800,2019,338,61,50,4
54800,2020,246,38,30,4
54800,2021,439,71,53,4
54810,2019,1032,170,113,4
54810,2020,1946,168,113,4
54810,2021,1736,176,112,4
54820,2019,458,101,63,4
54820,2020,546,84,58,4
54820,2021,649,120,66,4
54871,2019,106,33,27,3
54871,2020,79,22,18,2
54871,2021,254,40,32,3
54874,2019,7961,349,197,4
54874,2020,9851,417,191,4
54874,2021,8531,478,185,4
63001,2019,134398,1067,344,4
63001,2020,70880,720,317,4
63001,2021,60635,800,302,4
63111,2019,388,97,53,3
63111,2020,706,117,41,4
63111,2021,415,90,43,3
63130,2019,20855,693,234,4
63130,2020,14829,444,197,4
63130,2021,7086,325,165,4
63190,2019,2836,144,104,4
63190,2020,2587,176,100,4
63190,2021,1448,156,90,4
63212,2019,578,89,48,4
63212,2020,414,99,57,4
63212,2021,344,75,46,4
63272,2019,2033,205,114,4
63272,2020,2823,214,98,4
63272,2021,2046,184,100,4
63302,2019,1107,151,71,4
63302,2020,1312,161,76,4
63302,2021,865,165,86,4
63401,2019,5589,354,179,4
63401,2020,4975,367,177,4
63401,2021,4527,350,158,4
63470,2019,2937,195,134,4
63470,2020,3551,208,141,4
63470,2021,1332,128,97,4
63548,2019,119,28,26,4
63548,2020,233,29,25,3
63548,2021,160,32,24,4
63594,2019,3688,294,157,4
63594,2020,3968,276,140,4
63594,2021,3507,238,124,4
63690,2019,549,96,55,4
63690,2020,306,74,48,4
63690,2021,458,88,57,4
66001,2019,122379,1249,332,4
66001,2020,114819,1086,323,4
66001,2021,139191,1515,323,4
66045,2019,1824,253,83,4
66045,2020,1214,168,82,4
66045,2021,1280,224,93,4
66075,2019,548,78,44,4
66075,2020,607,139,70,4
66075,2021,803,161,75,4
66088,2019,2614,233,90,4
66088,2020,4208,235,133,4
66088,2021,2464,248,150,4
66170,2019,26076,484,160,4
66170,2020,28261,459,251,4
66170,2021,17509,414,241,4
66318,2019,1303,253,105,4
66318,2020,2073,248,117,4
66318,2021,1493,235,116,4
66383,2019,592,126,51,4
66383,2020,732,111,65,4
66383,2021,545,120,53,4
66400,2019,9507,450,165,4
66400,2020,7529,391,175,4
66400,2021,6509,356,170,4
66440,2019,1253,208,111,4
66440,2020,1493,182,103,4
66440,2021,1596,239,124,4
66456,2019,1612,238,82,4
66456,2020,2615,264,77,4
66456,2021,2351,344,87,4
66572,2019,1455,266,79,4
66572,2020,953,158,79,4
66572,2021,700,149,83,4
66594,2019,727,131,82,4
66594,2020,612,100,59,4
66594,2021,1058,108,73,4
66682,2019,7506,320,173,4
66682,2020,10831,473,182,4
66682,2021,10315,627,236,4
66687,2019,2302,309,120,4
66687,2020,1421,163,66,4
66687,2021,1012,204,88,4
68001,2019,189781,969,348,4
68001,2020,300726,1295,318,4
68001,2021,205138,954,340,4
68013,2019,67,19,12,4
68013,2020,58,21,18,1
68013,2021,81,25,21,3
68020,2019,182,39,27,4
68020,2020,330,53,30,4
68020,2021,170,61,29,4
68051,2019,1206,177,72,4
68051,2020,1323,139,52,4
68051,2021,1370,221,86,4
68077,2019,5020,396,143,4
68077,2020,3768,279,106,4
68077,2021,1668,146,91,4
68079,2019,674,142,90,4
68079,2020,377,64,53,4
68079,2021,729,92,63,4
68081,2019,21224,692,240,4
68081,2020,17013,634,224,4
68081,2021,23978,572,230,4
68092,2019,546,100,78,4
68092,2020,458,55,45,4
68092,2021,342,71,43,4
68101,2019,832,147,75,4
68101,2020,824,148,61,4
68101,2021,2632,162,66,4
68121,2019,357,86,42,3
68121,2020,249,77,43,3
68121,2021,393,105,40,4
68132,2019,156,45,17,4
68132,2020,222,63,23,4
68132,2021,119,34,19,3
68147,2019,680,158,61,4
68147,2020,722,152,61,4
68147,2021,1317,196,69,4
68152,2019,338,92,39,4
68152,2020,127,56,33,4
68152,2021,118,52,23,4
68160,2019,105,30,11,3
68160,2020,87,39,15,4
68160,2021,37,16,10,2
68162,2019,225,67,36,4
68162,2020,155,37,21,4
68162,2021,218,58,36,4
68167,2019,1426,115,75,4
68167,2020,2372,114,53,4
68167,2021,856,60,27,4
68169,2019,456,83,33,3
68169,2020,164,30,10,2
68169,2021,127,34,14,3
68176,2019,49,45,12,2
68176,2020,251,54,17,4
68176,2021,584,65,25,4
68179,2019,81,46,23,4
68179,2020,104,42,19,2
68179,2021,257,48,19,4
68190,2019,2234,225,87,4
68190,2020,1992,129,51,4
68190,2021,2385,170,80,4
68207,2019,196,61,26,4
68207,2020,343,57,21,4
68207,2021,607,89,42,4
68209,2019,152,68,36,4
68209,2020,70,33,20,2
68209,2021,67,32,21,3
68211,2019,362,112,43,4
68211,2020,390,91,28,4
68211,2021,3028,141,50,4
68217,2019,500,109,44,4
68217,2020,242,63,25,2
68217,2021,1567,178,55,4
68229,2019,1100,196,71,4
68229,2020,1640,217,68,4
68229,2021,1894,300,94,4
68235,2019,945,204,77,4
68235,2020,1332,214,84,4
68235,2021,1307,204,81,4
68245,2019,345,90,41,3
68245,2020,385,55,23,4
68245,2021,1603,83,33,4
68250,2019,165,51,27,4
68250,2020,182,44,22,4
68250,2021,160,43,23,3
68255,2019,808,141,74,4
68255,2020,1133,139,68,4
68255,2021,748,127,73,4
68264,2019,150,51,36,4
68264,2020,247,42,24,2
68264,2021,72,31,18,4
68266,2019,319,98,54,4
68266,2020,284,38,24,3
68266,2021,138,57,32,4
68271,2019,347,87,43,4
68271,2020,506,118,49,4
68271,2021,478,94,39,4
68276,2019,76645,864,314,4
68276,2020,72887,687,282,4
68276,2021,35647,494,245,4
68296,2019,213,52,41,4
68296,2020,189,46,37,4
68296,2021,619,56,43,4
68298,2019,82,23,19,4
68298,2020,48,17,14,3
68298,2021,53,18,18,2
68307,2019,20380,391,233,4
68307,2020,15085,223,168,4
68307,2021,7964,161,127,4
68318,2019,126,44,34,4
68318,2020,364,41,27,3
68318,2021,198,46,38,4
68320,2019,263,49,37,4
68320,2020,357,48,26,3
68320,2021,405,89,35,4
68322,2019,181,65,29,3
68322,2020,413,85,32,3
68322,2021,667,134,46,4
68324,2019,119,42,19,3
68324,2020,91,42,20,3
68324,2021,97,31,18,2
68327,2019,228,53,27,4
68327,2020,158,53,34,4
68327,2021,201,41,24,4
68344,2019,140,48,23,3
68344,2020,60,30,15,4
68344,2021,61,11,8,2
68368,2019,130,44,21,4
68368,2020,189,32,18,1
68368,2021,277,76,34,4
68370,2019,17,11,8,2
68370,2020,11,6,5,2
68370,2021,18,12,7,2
68377,2019,310,88,60,4
68377,2020,278,68,46,4
68377,2021,860,118,62,4
68385,2019,761,123,52,4
68385,2020,604,135,47,4
68385,2021,503,105,36,4
68397,2019,175,76,27,3
68397,2020,83,38,17,4
68397,2021,200,64,27,4
68406,2019,6549,482,164,4
68406,2020,7399,308,146,4
68406,2021,7004,282,144,4
68418,2019,534,120,58,4
68418,2020,1044,188,69,4
68418,2021,813,163,53,4
68425,2019,183,69,20,4
68425,2020,86,40,16,2
68425,2021,171,49,19,2
68432,2019,2086,246,94,4
68432,2020,1212,123,65,4
68432,2021,1048,83,55,4
68444,2019,150,32,31,4
68444,2020,202,35,31,4
68444,2021,82,12,11,3
68464,2019,382,94,46,4
68464,2020,1416,124,55,4
68464,2021,220,45,31,4
68468,2019,118,21,10,4
68468,2020,257,35,11,4
68468,2021,208,42,16,4
68498,2019,389,100,35,4
68498,2020,282,74,33,4
68498,2021,687,168,54,4
68500,2019,1128,134,60,4
68500,2020,2655,104,45,4
68500,2021,895,93,49,4
68502,2019,306,68,31,4
68502,2020,577,63,27,4
68502,2021,282,44,23,4
68522,2019,109,45,18,4
68522,2020,82,22,10,2
68522,2021,98,37,16,3
68524,2019,91,35,19,4
68524,2020,90,27,17,3
68524,2021,78,19,12,3
68533,2019,560,54,42,4
68533,2020,162,34,25,3
68533,2021,360,49,34,4
68547,2019,13715,552,205,4
68547,2020,23424,506,201,4
68547,2021,22778,560,214,4
68549,2019,425,100,53,4
68549,2020,293,64,34,4
68549,2021,460,64,37,4
68572,2019,690,102,67,4
68572,2020,510,76,57,4
68572,2021,950,96,74,4
68573,2019,167,55,36,4
68573,2020,140,42,31,4
68573,2021,118,47,35,4
68575,2019,1055,186,91,4
68575,2020,734,100,52,4
68575,2021,579,113,61,4
68615,2019,1141,201,88,4
68615,2020,2329,326,86,4
68615,2021,3838,306,104,4
68655,2019,2072,267,107,4
68655,2020,2332,292,96,4
68655,2021,1477,245,92,4
68669,2019,308,57,39,4
68669,2020,664,75,43,4
68669,2021,385,108,60,4
68673,2019,197,65,32,4
68673,2020,102,42,25,3
68673,2021,202,63,35,4
68679,2019,29236,538,222,4
68679,2020,8971,310,157,4
68679,2021,7015,353,197,4
68682,2019,4787,243,117,4
68682,2020,6167,259,109,4
68682,2021,2066,185,94,4
68684,2019,344,104,61,4
68684,2020,231,63,39,4
68684,2021,355,79,46,4
68686,2019,544,115,65,4
68686,2020,522,105,52,4
68686,2021,532,138,54,4
68689,2019,1987,227,115,4
68689,2020,2959,204,105,4
68689,2021,3220,212,126,4
68705,2019,106,41,28,4
68705,2020,150,33,25,4
68705,2021,97,26,19,4
68720,2019,89,40,33,4
68720,2020,65,28,25,3
68720,2021,169,46,30,4
68745,2019,411,59,44,3
68745,2020,140,40,31,4
68745,2021,426,65,47,4
68755,2019,4150,166,111,4
68755,2020,3132,121,80,4
68755,2021,5301,261,134,4
68770,2019,692,160,77,4
68770,2020,378,68,48,4
68770,2021,324,88,57,4
68773,2019,154,62,47,3
68773,2020,164,37,26,3
68773,2021,288,47,28,4
68780,2019,146,46,35,4
68780,2020,353,78,47,4
68780,2021,719,94,47,4
68820,2019,616,112,57,4
68820,2020,329,91,50,4
68820,2021,275,80,46,4
68855,2019,360,71,43,4
68855,2020,555,70,31,4
68855,2021,1245,143,59,4
68861,2019,1559,223,109,4
68861,2020,1271,155,84,4
68861,2021,1481,156,99,4
68867,2019,93,26,19,3
68867,2020,77,19,12,4
68867,2021,35,24,14,4
68872,2019,451,125,76,4
68872,2020,1039,118,61,4
68872,2021,818,144,73,4
68895,2019,1362,198,114,4
68895,2020,1595,191,102,4
68895,2021,2582,231,113,4
70001,2019,69889,1201,384,4
70001,2020,33349,756,298,4
70001,2021,67338,863,216,4
70110,2019,5370,245,88,4
70110,2020,6419,287,77,4
70110,2021,1893,234,71,4
70124,2019,404,80,39,4
70124,2020,219,51,29,3
70124,2021,87,45,27,4
70204,2019,580,103,69,3
70204,2020,234,51,33,4
70204,2021,606,66,31,4
70215,2019,8893,747,295,4
70215,2020,5289,566,279,4
70215,2021,6959,359,156,4
70221,2019,1461,203,96,4
70221,2020,502,131,68,4
70221,2021,1273,198,65,4
70230,2019,864,243,95,4
70230,2020,460,97,50,4
70230,2021,386,107,41,4
70233,2019,390,57,31,4
70233,2020,295,66,35,4
70233,2021,3383,188,54,4
70235,2019,1074,353,142,4
70235,2020,541,159,117,4
70235,2021,1997,146,81,4
70265,2019,400,89,51,4
70265,2020,370,64,22,3
70265,2021,161,40,17,3
70400,2019,611,171,67,4
70400,2020,435,148,62,4
70400,2021,1321,206,76,4
70418,2019,2354,280,145,4
70418,2020,1462,218,95,4
70418,2021,3503,243,82,4
70429,2019,1423,210,94,4
70429,2020,839,137,65,4
70429,2021,722,134,61,4
70473,2019,2356,297,157,4
70473,2020,1328,233,127,4
70473,2021,3398,248,94,4
70508,2019,2270,375,179,4
70508,2020,2866,365,163,4
70508,2021,12447,373,129,4
70523,2019,1174,105,51,4
70523,2020,773,119,49,3
70523,2021,1053,130,55,4
70670,2019,4930,295,165,4
70670,2020,3050,357,158,4
70670,2021,3704,241,102,4
70678,2019,149,42,37,4
70678,2020,185,51,43,4
70678,2021,1025,111,50,4
70702,2019,1609,204,100,4
70702,2020,671,118,73,4
70702,2021,1012,160,96,4
70708,2019,1268,373,235,4
70708,2020,1343,341,193,4
70708,2021,2879,247,98,4
70713,2019,4420,406,211,4
70713,2020,4486,625,269,4
70713,2021,7133,588,143,4
70717,2019,3085,449,191,4
70717,2020,4041,302,151,4
70717,2021,1827,172,79,4
70742,2019,2184,273,173,4
70742,2020,2186,359,148,4
70742,2021,2603,172,68,4
70771,2019,1110,229,89,4
70771,2020,777,170,67,4
70771,2021,3130,236,100,4
70820,2019,4581,429,162,4
70820,2020,2009,307,128,4
70820,2021,3485,293,133,4
70823,2019,1989,243,93,4
70823,2020,1239,229,85,4
70823,2021,3035,353,104,4
73001,2019,91545,1169,306,4
73001,2020,89073,1064,322,4
73001,2021,57419,780,271,4
73024,2019,173,60,41,4
73024,2020,408,89,50,4
73024,2021,303,75,43,4
73026,2019,601,153,77,4
73026,2020,737,115,70,4
73026,2021,415,91,43,4
73030,2019,462,115,55,4
73030,2020,646,93,62,4
73030,2021,438,75,49,4
73043,2019,260,97,45,4
73043,2020,494,108,70,4
73043,2021,531,114,53,4
73055,2019,814,169,76,4
73055,2020,653,116,65,4
73055,2021,428,88,41,4
73067,2019,694,148,85,4
73067,2020,397,92,60,4
73067,2021,397,117,56,4
73124,2019,1581,287,99,4
73124,2020,1776,251,121,4
73124,2021,1820,246,113,4
73148,2019,522,147,72,4
