cod_mpio,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps
17665,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
17777,30,28,30,4,2,28,Fecha corte REPS: Mar 12 2026  3:11PM
17867,8,8,8,1,1,7,Fecha corte REPS: Mar 12 2026  3:11PM
17873,42,42,42,6,1,41,Fecha corte REPS: Mar 12 2026  3:11PM
17877,18,18,18,2,1,17,Fecha corte REPS: Mar 12 2026  3:11PM
18001,221,201,221,72,6,215,Fecha corte REPS: Mar 12 2026  3:11PM
18029,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
18094,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
18150,15,13,15,5,3,12,Fecha corte REPS: Mar 12 2026  3:11PM
18205,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
18247,13,12,13,4,2,11,Fecha corte REPS: Mar 12 2026  3:11PM
18256,6,6,6,2,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
18410,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
18460,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
18479,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
18592,11,8,11,7,3,8,Fecha corte REPS: Mar 12 2026  3:11PM
18610,4,3,4,3,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
18753,24,24,24,7,1,23,Fecha corte REPS: Mar 12 2026  3:11PM
18756,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
18785,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
18860,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
19001,658,595,658,237,25,633,Fecha corte REPS: Mar 12 2026  3:11PM
19022,4,1,4,4,4,0,Fecha corte REPS: Mar 12 2026  3:11PM
19050,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
19075,4,4,4,4,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
19100,12,7,12,8,6,6,Fecha corte REPS: Mar 12 2026  3:11PM
19110,7,4,7,7,5,2,Fecha corte REPS: Mar 12 2026  3:11PM
19130,7,4,7,5,4,3,Fecha corte REPS: Mar 12 2026  3:11PM
19137,5,3,5,5,4,1,Fecha corte REPS: Mar 12 2026  3:11PM
19142,7,7,7,3,2,5,Fecha corte REPS: Mar 12 2026  3:11PM
19212,16,16,16,4,2,14,Fecha corte REPS: Mar 12 2026  3:11PM
19256,19,10,19,10,10,9,Fecha corte REPS: Mar 12 2026  3:11PM
19290,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
19300,6,6,6,2,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
19318,12,9,12,9,2,10,Fecha corte REPS: Mar 12 2026  3:11PM
19355,5,4,5,3,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
19364,2,2,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
19392,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
19397,6,3,6,5,4,2,Fecha corte REPS: Mar 12 2026  3:11PM
19418,7,2,7,6,6,1,Fecha corte REPS: Mar 12 2026  3:11PM
19450,9,8,9,5,2,7,Fecha corte REPS: Mar 12 2026  3:11PM
19455,18,18,18,5,2,16,Fecha corte REPS: Mar 12 2026  3:11PM
19473,6,6,6,3,2,4,Fecha corte REPS: Mar 12 2026  3:11PM
19513,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
19517,4,3,4,3,3,1,Fecha corte REPS: Mar 12 2026  3:11PM
19532,19,19,19,5,1,18,Fecha corte REPS: Mar 12 2026  3:11PM
19533,3,2,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
19548,28,27,28,13,4,24,Fecha corte REPS: Mar 12 2026  3:11PM
19573,29,28,29,13,1,28,Fecha corte REPS: Mar 12 2026  3:11PM
19585,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
19622,4,4,4,3,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
19693,5,1,5,5,5,0,Fecha corte REPS: Mar 12 2026  3:11PM
19698,131,117,131,46,11,120,Fecha corte REPS: Mar 12 2026  3:11PM
19701,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
19743,10,9,10,4,4,6,Fecha corte REPS: Mar 12 2026  3:11PM
19760,2,2,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
19780,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
19785,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
19807,13,11,13,7,3,10,Fecha corte REPS: Mar 12 2026  3:11PM
19809,13,4,13,11,9,4,Fecha corte REPS: Mar 12 2026  3:11PM
19821,5,3,5,4,4,1,Fecha corte REPS: Mar 12 2026  3:11PM
19824,4,3,4,4,4,0,Fecha corte REPS: Mar 12 2026  3:11PM
19845,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
20001,767,680,767,330,36,731,Fecha corte REPS: Mar 12 2026  3:11PM
20011,155,135,155,67,13,142,Fecha corte REPS: Mar 12 2026  3:11PM
20013,34,28,34,18,3,31,Fecha corte REPS: Mar 12 2026  3:11PM
20032,8,6,8,3,3,5,Fecha corte REPS: Mar 12 2026  3:11PM
20045,8,6,8,5,3,5,Fecha corte REPS: Mar 12 2026  3:11PM
20060,23,21,23,12,1,22,Fecha corte REPS: Mar 12 2026  3:11PM
20175,16,9,16,10,8,8,Fecha corte REPS: Mar 12 2026  3:11PM
20178,19,15,19,11,5,14,Fecha corte REPS: Mar 12 2026  3:11PM
20228,22,15,22,13,8,14,Fecha corte REPS: Mar 12 2026  3:11PM
20238,11,7,11,8,4,7,Fecha corte REPS: Mar 12 2026  3:11PM
20250,20,14,20,12,6,14,Fecha corte REPS: Mar 12 2026  3:11PM
20295,4,1,4,4,4,0,Fecha corte REPS: Mar 12 2026  3:11PM
20310,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
20383,8,5,8,4,4,4,Fecha corte REPS: Mar 12 2026  3:11PM
20400,31,27,31,16,4,27,Fecha corte REPS: Mar 12 2026  3:11PM
20443,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
20517,20,17,20,6,4,16,Fecha corte REPS: Mar 12 2026  3:11PM
20550,9,7,9,4,3,6,Fecha corte REPS: Mar 12 2026  3:11PM
20570,7,5,7,5,2,5,Fecha corte REPS: Mar 12 2026  3:11PM
20614,14,10,14,8,5,9,Fecha corte REPS: Mar 12 2026  3:11PM
20621,10,8,10,7,3,7,Fecha corte REPS: Mar 12 2026  3:11PM
20710,25,20,25,13,5,20,Fecha corte REPS: Mar 12 2026  3:11PM
20750,14,7,14,9,8,6,Fecha corte REPS: Mar 12 2026  3:11PM
20770,17,11,17,11,7,10,Fecha corte REPS: Mar 12 2026  3:11PM
20787,11,5,11,8,7,4,Fecha corte REPS: Mar 12 2026  3:11PM
23001,784,650,784,391,51,733,Fecha corte REPS: Mar 12 2026  3:11PM
23068,9,9,9,8,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
23079,6,5,6,5,2,4,Fecha corte REPS: Mar 12 2026  3:11PM
23090,3,2,3,3,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
23162,59,48,59,40,11,48,Fecha corte REPS: Mar 12 2026  3:11PM
23168,3,3,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
23182,31,24,31,16,7,24,Fecha corte REPS: Mar 12 2026  3:11PM
23189,26,18,26,16,9,17,Fecha corte REPS: Mar 12 2026  3:11PM
23300,4,4,4,3,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
23350,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
23417,79,66,79,47,13,66,Fecha corte REPS: Mar 12 2026  3:11PM
23419,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
23464,12,7,12,9,7,5,Fecha corte REPS: Mar 12 2026  3:11PM
23466,63,57,63,36,4,59,Fecha corte REPS: Mar 12 2026  3:11PM
23500,6,4,6,4,3,3,Fecha corte REPS: Mar 12 2026  3:11PM
23555,62,50,62,27,9,53,Fecha corte REPS: Mar 12 2026  3:11PM
23570,22,11,22,17,10,12,Fecha corte REPS: Mar 12 2026  3:11PM
23574,7,6,7,5,2,5,Fecha corte REPS: Mar 12 2026  3:11PM
23580,15,13,15,10,2,13,Fecha corte REPS: Mar 12 2026  3:11PM
23586,11,6,11,8,6,5,Fecha corte REPS: Mar 12 2026  3:11PM
23660,118,84,118,62,33,85,Fecha corte REPS: Mar 12 2026  3:11PM
23670,16,13,16,13,4,12,Fecha corte REPS: Mar 12 2026  3:11PM
23672,4,4,4,3,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
23675,20,11,20,16,10,10,Fecha corte REPS: Mar 12 2026  3:11PM
23678,3,2,3,3,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
23682,1,1,1,1,0,1,Fecha corte REPS: Mar 12 2026  3:11PM
23686,21,10,21,18,12,9,Fecha corte REPS: Mar 12 2026  3:11PM
23807,28,21,28,23,7,21,Fecha corte REPS: Mar 12 2026  3:11PM
23815,7,3,7,7,5,2,Fecha corte REPS: Mar 12 2026  3:11PM
23855,16,8,16,14,9,7,Fecha corte REPS: Mar 12 2026  3:11PM
25001,3,3,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
25019,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25035,17,13,17,5,3,14,Fecha corte REPS: Mar 12 2026  3:11PM
25040,7,6,7,2,2,5,Fecha corte REPS: Mar 12 2026  3:11PM
25053,6,6,6,2,2,4,Fecha corte REPS: Mar 12 2026  3:11PM
25086,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25095,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25099,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
25120,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25123,6,5,6,2,2,4,Fecha corte REPS: Mar 12 2026  3:11PM
25126,385,379,385,60,2,383,Fecha corte REPS: Mar 12 2026  3:11PM
25148,6,6,6,2,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
25151,22,22,22,3,1,21,Fecha corte REPS: Mar 12 2026  3:11PM
25154,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25168,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25175,488,462,488,116,1,487,Fecha corte REPS: Mar 12 2026  3:11PM
25178,5,5,5,1,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
25181,11,11,11,3,1,10,Fecha corte REPS: Mar 12 2026  3:11PM
25183,15,15,15,5,1,14,Fecha corte REPS: Mar 12 2026  3:11PM
25200,15,15,15,1,1,14,Fecha corte REPS: Mar 12 2026  3:11PM
25214,58,58,58,9,1,57,Fecha corte REPS: Mar 12 2026  3:11PM
25224,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25245,25,21,25,9,4,21,Fecha corte REPS: Mar 12 2026  3:11PM
25258,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25260,22,22,22,3,1,21,Fecha corte REPS: Mar 12 2026  3:11PM
25269,174,161,174,39,5,169,Fecha corte REPS: Mar 12 2026  3:11PM
25279,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
25281,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25286,152,146,152,34,3,149,Fecha corte REPS: Mar 12 2026  3:11PM
25288,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25290,246,217,246,68,11,235,Fecha corte REPS: Mar 12 2026  3:11PM
25293,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25295,12,12,12,2,1,11,Fecha corte REPS: Mar 12 2026  3:11PM
25297,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
25299,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25307,178,164,178,69,3,175,Fecha corte REPS: Mar 12 2026  3:11PM
25312,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25317,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25320,20,19,20,5,2,18,Fecha corte REPS: Mar 12 2026  3:11PM
25322,33,32,33,2,1,32,Fecha corte REPS: Mar 12 2026  3:11PM
25324,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25326,11,11,11,2,1,10,Fecha corte REPS: Mar 12 2026  3:11PM
25328,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25335,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25339,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25368,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25372,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25377,31,30,31,6,1,30,Fecha corte REPS: Mar 12 2026  3:11PM
25386,58,54,58,16,4,54,Fecha corte REPS: Mar 12 2026  3:11PM
25394,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25398,5,5,5,2,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
25402,25,24,25,4,1,24,Fecha corte REPS: Mar 12 2026  3:11PM
25407,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25426,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
25430,98,91,98,28,3,95,Fecha corte REPS: Mar 12 2026  3:11PM
25436,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25438,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25473,197,179,197,23,3,194,Fecha corte REPS: Mar 12 2026  3:11PM
25483,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25486,9,9,9,1,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
25488,5,5,5,2,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
25489,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25491,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
25506,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25513,25,24,25,6,2,23,Fecha corte REPS: Mar 12 2026  3:11PM
25518,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25524,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25530,4,3,4,2,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
25535,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25572,7,5,7,5,3,4,Fecha corte REPS: Mar 12 2026  3:11PM
25580,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
25592,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
25594,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25596,6,2,6,5,5,1,Fecha corte REPS: Mar 12 2026  3:11PM
25599,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25612,3,3,3,3,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25645,5,4,5,4,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
25649,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25653,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25658,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
25662,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
25718,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
25736,6,6,6,2,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
25740,20,18,20,5,4,16,Fecha corte REPS: Mar 12 2026  3:11PM
25743,7,5,7,3,3,4,Fecha corte REPS: Mar 12 2026  3:11PM
25745,11,11,11,1,1,10,Fecha corte REPS: Mar 12 2026  3:11PM
25754,426,359,426,78,13,412,Fecha corte REPS: Mar 12 2026  3:11PM
25758,49,45,49,8,1,48,Fecha corte REPS: Mar 12 2026  3:11PM
25769,18,17,18,4,2,16,Fecha corte REPS: Mar 12 2026  3:11PM
25772,9,9,9,3,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
25777,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
25779,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
25781,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25785,18,18,18,3,1,17,Fecha corte REPS: Mar 12 2026  3:11PM
25793,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25797,3,2,3,2,2,1,Fecha corte REPS: Mar 12 2026  3:11PM
25799,24,24,24,5,1,23,Fecha corte REPS: Mar 12 2026  3:11PM
25805,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25807,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25815,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25817,58,57,58,9,0,58,Fecha corte REPS: Mar 12 2026  3:11PM
25823,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25839,4,3,4,3,3,1,Fecha corte REPS: Mar 12 2026  3:11PM
25841,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25843,103,98,103,26,1,102,Fecha corte REPS: Mar 12 2026  3:11PM
25845,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25851,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25862,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25867,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
25871,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
25873,14,14,14,1,1,13,Fecha corte REPS: Mar 12 2026  3:11PM
25875,29,26,29,12,3,26,Fecha corte REPS: Mar 12 2026  3:11PM
25878,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25885,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
25898,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
25899,228,208,228,40,2,226,Fecha corte REPS: Mar 12 2026  3:11PM
27001,222,177,222,146,34,187,Fecha corte REPS: Mar 12 2026  3:11PM
27006,5,4,5,4,0,5,Fecha corte REPS: Mar 12 2026  3:11PM
27025,9,7,9,8,0,9,Fecha corte REPS: Mar 12 2026  3:11PM
27050,4,4,4,3,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27073,4,4,4,4,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27075,8,8,8,3,0,8,Fecha corte REPS: Mar 12 2026  3:11PM
27077,5,4,5,5,0,5,Fecha corte REPS: Mar 12 2026  3:11PM
27099,4,4,4,4,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27135,5,5,5,4,0,5,Fecha corte REPS: Mar 12 2026  3:11PM
27150,4,4,4,4,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27160,3,3,3,3,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
27205,8,8,8,3,1,7,Fecha corte REPS: Mar 12 2026  3:11PM
27245,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
27250,5,3,5,5,0,5,Fecha corte REPS: Mar 12 2026  3:11PM
27361,41,40,41,18,1,40,Fecha corte REPS: Mar 12 2026  3:11PM
27372,2,2,2,2,0,2,Fecha corte REPS: Mar 12 2026  3:11PM
27413,3,3,3,3,0,3,Fecha corte REPS: Mar 12 2026  3:11PM
27425,3,3,3,3,0,3,Fecha corte REPS: Mar 12 2026  3:11PM
27430,4,4,4,4,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27450,3,3,3,3,0,3,Fecha corte REPS: Mar 12 2026  3:11PM
27491,3,3,3,2,0,3,Fecha corte REPS: Mar 12 2026  3:11PM
27493,7,7,7,5,0,7,Fecha corte REPS: Mar 12 2026  3:11PM
27495,3,3,3,3,0,3,Fecha corte REPS: Mar 12 2026  3:11PM
27580,4,4,4,3,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27600,2,2,2,2,0,2,Fecha corte REPS: Mar 12 2026  3:11PM
27615,10,7,10,7,0,10,Fecha corte REPS: Mar 12 2026  3:11PM
27660,2,2,2,2,0,2,Fecha corte REPS: Mar 12 2026  3:11PM
27745,3,3,3,2,0,3,Fecha corte REPS: Mar 12 2026  3:11PM
27787,16,12,16,11,5,11,Fecha corte REPS: Mar 12 2026  3:11PM
27800,4,4,4,3,0,4,Fecha corte REPS: Mar 12 2026  3:11PM
27810,6,6,6,5,0,6,Fecha corte REPS: Mar 12 2026  3:11PM
41001,821,741,821,208,19,802,Fecha corte REPS: Mar 12 2026  3:11PM
41006,7,6,7,2,2,5,Fecha corte REPS: Mar 12 2026  3:11PM
41013,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
41016,6,6,6,1,1,5,Fecha corte REPS: Mar 12 2026  3:11PM
41020,12,12,12,1,1,11,Fecha corte REPS: Mar 12 2026  3:11PM
41026,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
41078,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
41132,20,20,20,4,1,19,Fecha corte REPS: Mar 12 2026  3:11PM
41206,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
41244,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
41298,91,84,91,17,5,85,Fecha corte REPS: Mar 12 2026  3:11PM
41306,12,12,12,2,1,11,Fecha corte REPS: Mar 12 2026  3:11PM
41319,15,15,15,2,1,14,Fecha corte REPS: Mar 12 2026  3:11PM
41349,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
41357,5,4,5,3,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
41359,16,16,16,2,1,15,Fecha corte REPS: Mar 12 2026  3:11PM
41378,13,12,13,3,3,10,Fecha corte REPS: Mar 12 2026  3:11PM
41396,64,55,64,15,7,57,Fecha corte REPS: Mar 12 2026  3:11PM
41483,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
41503,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
41518,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
41524,9,9,9,2,1,8,Fecha corte REPS: Mar 12 2026  3:11PM
41530,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
41548,13,12,13,1,1,12,Fecha corte REPS: Mar 12 2026  3:11PM
41551,246,223,246,51,6,240,Fecha corte REPS: Mar 12 2026  3:11PM
41615,17,17,17,4,1,16,Fecha corte REPS: Mar 12 2026  3:11PM
41660,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
41668,20,19,20,4,1,19,Fecha corte REPS: Mar 12 2026  3:11PM
41676,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
41770,7,7,7,1,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
41791,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
41797,8,7,8,2,2,6,Fecha corte REPS: Mar 12 2026  3:11PM
41799,3,1,3,3,3,0,Fecha corte REPS: Mar 12 2026  3:11PM
41801,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
41807,14,14,14,1,1,13,Fecha corte REPS: Mar 12 2026  3:11PM
41872,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
41885,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
44001,243,213,243,141,37,206,Fecha corte REPS: Mar 12 2026  3:11PM
44035,18,13,18,17,8,10,Fecha corte REPS: Mar 12 2026  3:11PM
44078,29,23,29,21,6,23,Fecha corte REPS: Mar 12 2026  3:11PM
44090,24,10,24,23,19,5,Fecha corte REPS: Mar 12 2026  3:11PM
44098,7,5,7,7,3,4,Fecha corte REPS: Mar 12 2026  3:11PM
44110,2,2,2,2,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
44279,43,37,43,26,7,36,Fecha corte REPS: Mar 12 2026  3:11PM
44378,5,5,5,5,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
44420,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
44430,79,72,79,58,20,59,Fecha corte REPS: Mar 12 2026  3:11PM
44560,16,11,16,14,12,4,Fecha corte REPS: Mar 12 2026  3:11PM
44650,72,46,72,52,25,47,Fecha corte REPS: Mar 12 2026  3:11PM
44847,43,32,43,36,19,24,Fecha corte REPS: Mar 12 2026  3:11PM
44855,10,10,10,1,1,9,Fecha corte REPS: Mar 12 2026  3:11PM
44874,17,17,17,8,2,15,Fecha corte REPS: Mar 12 2026  3:11PM
47001,751,643,751,367,41,710,Fecha corte REPS: Mar 12 2026  3:11PM
47030,5,3,5,5,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
47053,16,9,16,15,9,7,Fecha corte REPS: Mar 12 2026  3:11PM
47058,13,10,13,7,3,10,Fecha corte REPS: Mar 12 2026  3:11PM
47161,6,2,6,5,5,1,Fecha corte REPS: Mar 12 2026  3:11PM
47170,8,5,8,5,4,4,Fecha corte REPS: Mar 12 2026  3:11PM
47189,86,75,86,57,9,77,Fecha corte REPS: Mar 12 2026  3:11PM
47205,5,2,5,5,4,1,Fecha corte REPS: Mar 12 2026  3:11PM
47245,43,37,43,28,5,38,Fecha corte REPS: Mar 12 2026  3:11PM
47258,6,3,6,5,4,2,Fecha corte REPS: Mar 12 2026  3:11PM
47268,7,7,7,6,1,6,Fecha corte REPS: Mar 12 2026  3:11PM
47288,61,50,61,49,13,48,Fecha corte REPS: Mar 12 2026  3:11PM
47318,12,9,12,9,3,9,Fecha corte REPS: Mar 12 2026  3:11PM
47460,5,3,5,5,3,2,Fecha corte REPS: Mar 12 2026  3:11PM
47541,5,1,5,5,5,0,Fecha corte REPS: Mar 12 2026  3:11PM
47545,6,4,6,6,3,3,Fecha corte REPS: Mar 12 2026  3:11PM
47551,13,11,13,12,3,10,Fecha corte REPS: Mar 12 2026  3:11PM
47555,40,27,40,33,15,25,Fecha corte REPS: Mar 12 2026  3:11PM
47570,6,3,6,5,4,2,Fecha corte REPS: Mar 12 2026  3:11PM
47605,4,1,4,4,4,0,Fecha corte REPS: Mar 12 2026  3:11PM
47660,11,4,11,10,8,3,Fecha corte REPS: Mar 12 2026  3:11PM
47675,6,5,6,6,2,4,Fecha corte REPS: Mar 12 2026  3:11PM
47692,14,9,14,11,4,10,Fecha corte REPS: Mar 12 2026  3:11PM
47703,8,4,8,6,5,3,Fecha corte REPS: Mar 12 2026  3:11PM
47707,17,13,17,12,4,13,Fecha corte REPS: Mar 12 2026  3:11PM
47720,7,2,7,6,6,1,Fecha corte REPS: Mar 12 2026  3:11PM
47745,11,6,11,9,6,5,Fecha corte REPS: Mar 12 2026  3:11PM
47798,6,3,6,5,4,2,Fecha corte REPS: Mar 12 2026  3:11PM
47960,5,1,5,5,5,0,Fecha corte REPS: Mar 12 2026  3:11PM
47980,24,11,24,24,12,12,Fecha corte REPS: Mar 12 2026  3:11PM
50001,791,705,791,313,22,769,Fecha corte REPS: Mar 12 2026  3:11PM
