cod_mpio,year,month,cod_dpto,departamento,municipio,population_total,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados,sivigila_microdata_available
05004,2022,6,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,7,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,1.0,1.0,True
05004,2022,8,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,9,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,10,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,11,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2022,12,05,Antioquia,Abriaquí,2792,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2023,1,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2023,2,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2023,3,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2023,4,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2023,5,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
05004,2023,6,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,1.0,1.0,True
05004,2023,7,05,Antioquia,Abriaquí,2782,1.0,1.0,1.0,1.0,1.0,0.0,Fecha corte REPS: Mar 12 2026  3:11PM,0.0,0.0,True
