cod_mpio,year,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados,sivigila_intento_suicidio_occurrence_mpio_distinct
41483,2024,2,2,1
41503,2021,4,4,1
41503,2022,6,6,1
41503,2023,9,9,1
41503,2024,9,9,1
41518,2021,5,5,1
41518,2022,3,3,1
41518,2023,8,8,1
41518,2024,2,2,1
41524,2021,17,17,1
41524,2022,14,14,1
41524,2023,22,22,1
41524,2024,11,11,1
41530,2021,11,11,2
41530,2022,7,7,1
41530,2023,10,10,1
41530,2024,5,5,1
41548,2021,22,22,1
41548,2022,9,9,2
41548,2023,6,6,1
41548,2024,7,7,1
41551,2021,96,96,3
41551,2022,124,124,2
41551,2023,108,108,1
41551,2024,120,120,2
41615,2021,19,19,1
41615,2022,34,34,1
41615,2023,30,30,3
41615,2024,23,23,1
41660,2021,5,5,2
41660,2022,4,4,1
41660,2023,8,8,1
41660,2024,4,4,1
41668,2021,37,37,1
41668,2022,26,26,1
41668,2023,35,35,1
41668,2024,30,30,1
41676,2021,10,10,1
41676,2022,9,9,1
41676,2023,4,4,1
41676,2024,11,11,1
41770,2021,14,14,1
41770,2022,18,18,1
41770,2023,14,14,2
41770,2024,12,12,1
41791,2021,12,12,1
41791,2022,10,10,1
41791,2023,19,19,1
41791,2024,8,8,1
41797,2021,8,8,1
41797,2022,7,7,1
41797,2023,13,13,1
41797,2024,9,9,2
41799,2021,8,8,1
41799,2022,10,10,1
41799,2023,11,11,2
41799,2024,7,7,1
41801,2021,3,3,1
41801,2022,13,13,1
41801,2023,9,9,1
41801,2024,12,12,1
41807,2021,12,12,1
41807,2022,13,13,1
41807,2023,16,16,1
41807,2024,20,20,1
41872,2021,5,5,1
41872,2022,2,2,1
41872,2023,3,3,1
41872,2024,1,1,1
41885,2021,9,9,1
41885,2022,5,5,2
41885,2023,2,2,1
41885,2024,8,8,1
44001,2021,72,72,2
44001,2022,93,93,2
44001,2023,130,130,2
44001,2024,106,106,1
44035,2021,9,9,2
44035,2022,15,15,1
44035,2023,13,13,2
44035,2024,10,10,1
44078,2021,12,12,1
44078,2022,9,9,1
44078,2023,10,10,1
44078,2024,34,34,2
44090,2021,9,9,1
44090,2022,3,3,1
44090,2023,8,8,1
44090,2024,8,8,2
44098,2021,7,7,1
44098,2022,2,2,1
44098,2023,5,5,2
44098,2024,10,10,2
44110,2021,5,5,1
44110,2022,8,8,1
44110,2023,6,6,1
44110,2024,3,3,1
44279,2021,20,20,1
44279,2022,13,13,1
44279,2023,17,17,1
44279,2024,13,13,1
44378,2021,2,2,1
44378,2022,4,4,1
44378,2023,3,3,1
44378,2024,14,14,1
44430,2021,45,45,2
44430,2022,39,39,2
44430,2023,83,83,2
44430,2024,87,87,2
44560,2021,9,9,1
44560,2022,10,10,1
44560,2023,16,16,1
44560,2024,8,8,2
44650,2021,7,7,1
44650,2022,10,10,1
44650,2023,17,17,1
44650,2024,16,16,1
44847,2021,9,9,1
44847,2022,16,16,1
44847,2023,16,16,1
44847,2024,20,20,1
44855,2021,4,4,1
44855,2022,5,5,1
44855,2023,4,4,1
44855,2024,6,6,2
44874,2021,13,13,1
44874,2022,8,8,1
44874,2023,13,13,1
44874,2024,14,14,1
47001,2021,235,235,2
47001,2022,273,273,2
47001,2023,325,325,3
47001,2024,369,369,3
47030,2021,2,2,1
47030,2022,1,1,1
47030,2023,5,5,1
47053,2021,14,14,2
47053,2022,14,14,3
47053,2023,11,11,2
47053,2024,14,14,1
47058,2021,12,12,1
47058,2022,7,7,1
47058,2023,17,17,1
47058,2024,32,32,1
47161,2021,1,1,1
47161,2022,3,3,1
47170,2021,2,2,1
47170,2022,10,10,1
47170,2023,5,5,1
47170,2024,14,14,1
47189,2021,67,67,2
47189,2022,89,89,1
47189,2023,89,89,3
47189,2024,85,85,1
47205,2021,1,1,1
47205,2022,1,1,1
47205,2023,1,1,1
47245,2021,17,17,1
47245,2022,16,16,1
47245,2023,23,23,1
47245,2024,27,27,1
47258,2021,13,13,1
47258,2022,10,10,1
47258,2023,10,10,2
47258,2024,3,3,1
47268,2021,11,11,1
47268,2022,17,17,1
47268,2023,13,13,1
47268,2024,7,7,1
47288,2021,24,24,1
47288,2022,32,32,1
47288,2023,28,28,3
47288,2024,29,29,2
47318,2021,5,5,1
47318,2022,13,13,1
47318,2023,8,8,1
47318,2024,12,12,1
47460,2021,12,12,1
47460,2022,5,5,1
47460,2023,7,7,1
47460,2024,10,10,1
47541,2021,2,2,1
47541,2024,2,2,1
47545,2022,4,4,1
47545,2023,2,2,1
47545,2024,2,2,1
47551,2021,9,9,1
47551,2022,11,11,2
47551,2023,19,19,1
47551,2024,25,25,2
47555,2021,13,13,1
47555,2022,16,16,1
47555,2023,16,16,1
47555,2024,34,34,2
47570,2021,14,14,1
47570,2022,11,11,2
47570,2023,23,23,1
47570,2024,16,16,1
47605,2021,2,2,1
47605,2022,3,3,1
47605,2024,1,1,1
47660,2021,4,4,1
47660,2022,8,8,1
47660,2023,8,8,1
47660,2024,4,4,1
47675,2021,1,1,1
47675,2022,9,9,1
47675,2023,3,3,1
47675,2024,4,4,1
47692,2021,7,7,1
47692,2022,2,2,1
47692,2023,11,11,2
47692,2024,8,8,1
47703,2021,3,3,1
47703,2022,2,2,1
47703,2023,6,6,1
47703,2024,6,6,2
47707,2021,11,11,1
47707,2022,10,10,1
47707,2023,19,19,2
47707,2024,15,15,1
47720,2021,6,6,1
47720,2022,8,8,1
47720,2023,8,8,1
47720,2024,7,7,1
47745,2021,14,14,1
47745,2022,8,8,1
47745,2023,11,11,1
47745,2024,9,9,1
47798,2021,3,3,1
47798,2022,3,3,1
47798,2023,6,6,1
47798,2024,7,7,1
47960,2021,2,2,1
47960,2022,3,3,1
47960,2023,3,3,1
47980,2021,35,35,1
47980,2022,30,30,1
47980,2023,39,39,1
47980,2024,34,34,2
50001,2021,342,342,4
50001,2022,398,398,5
50001,2023,404,404,9
50001,2024,395,395,4
50006,2021,83,83,2
50006,2022,84,84,2
50006,2023,80,80,2
50006,2024,73,73,2
50110,2021,5,5,1
50110,2022,4,4,1
50110,2023,5,5,1
50110,2024,3,3,1
50124,2021,10,10,1
50124,2022,6,6,1
50124,2023,7,7,1
50124,2024,5,5,2
50150,2021,13,13,1
50150,2022,11,11,1
50150,2023,11,11,1
50150,2024,8,8,1
50223,2021,3,3,1
50223,2022,5,5,1
50223,2023,6,6,1
50223,2024,9,9,2
50226,2021,10,10,1
50226,2022,15,15,1
50226,2023,12,12,1
50226,2024,15,15,1
50251,2021,1,1,1
50251,2022,11,11,1
50251,2023,11,11,1
50251,2024,3,3,1
50270,2021,3,3,1
50270,2022,1,1,1
50270,2024,1,1,1
50287,2021,3,3,1
50287,2022,3,3,1
50287,2023,6,6,1
50287,2024,4,4,1
50313,2021,54,54,1
50313,2022,61,61,2
50313,2023,51,51,1
50313,2024,65,65,2
50318,2021,12,12,1
50318,2022,13,13,1
50318,2023,13,13,1
50318,2024,14,14,1
50325,2021,5,5,1
50325,2022,2,2,1
50325,2023,8,8,1
50325,2024,5,5,1
50330,2021,7,7,1
50330,2022,13,13,1
50330,2023,3,3,1
50330,2024,5,5,1
50350,2021,7,7,1
50350,2022,9,9,1
50350,2023,5,5,1
50350,2024,3,3,1
50370,2021,10,10,1
50370,2022,13,13,1
50370,2023,4,4,1
50370,2024,7,7,1
50400,2021,12,12,1
50400,2022,8,8,1
50400,2023,4,4,1
50400,2024,6,6,2
50450,2021,9,9,1
50450,2022,9,9,1
50450,2023,8,8,1
50450,2024,5,5,1
50568,2021,20,20,1
50568,2022,23,23,1
50568,2023,34,34,1
50568,2024,26,26,1
50573,2021,24,24,1
50573,2022,36,36,1
50573,2023,19,19,1
50573,2024,45,45,1
50577,2021,2,2,1
50577,2022,4,4,1
50577,2023,4,4,1
50577,2024,6,6,2
50590,2021,8,8,1
50590,2022,8,8,1
50590,2023,6,6,1
50590,2024,5,5,1
50606,2021,15,15,2
50606,2022,17,17,1
50606,2023,15,15,1
50606,2024,12,12,1
50680,2021,8,8,1
50680,2022,9,9,1
50680,2023,8,8,1
50680,2024,10,10,1
50683,2021,14,14,1
50683,2022,11,11,2
50683,2023,5,5,1
50683,2024,1,1,1
50686,2021,1,1,1
50686,2023,1,1,1
50686,2024,1,1,1
50689,2021,11,11,1
50689,2022,31,31,1
50689,2023,20,20,1
50689,2024,18,18,1
50711,2021,10,10,1
50711,2022,9,9,1
50711,2023,9,9,1
50711,2024,15,15,1
52001,2021,574,574,5
52001,2022,731,731,6
52001,2023,766,766,8
52001,2024,722,722,9
52019,2021,7,7,1
52019,2022,18,18,1
52019,2023,18,18,4
52019,2024,9,9,2
52022,2021,4,4,1
52022,2022,7,7,2
52022,2023,14,14,1
52022,2024,9,9,1
52036,2021,5,5,1
52036,2022,7,7,1
52036,2023,7,7,1
52036,2024,4,4,1
52051,2021,2,2,2
52051,2022,5,5,2
52051,2023,8,8,1
52051,2024,3,3,1
52079,2021,7,7,2
52079,2022,14,14,1
52079,2023,12,12,1
52079,2024,20,20,2
52083,2021,4,4,1
52083,2022,4,4,1
52083,2023,5,5,1
52083,2024,3,3,1
52110,2021,12,12,1
52110,2022,17,17,1
52110,2023,28,28,1
52110,2024,16,16,1
52203,2021,4,4,1
52203,2022,5,5,1
52203,2023,13,13,1
52203,2024,5,5,1
52207,2021,8,8,2
52207,2022,9,9,2
52207,2023,8,8,1
52207,2024,6,6,1
52210,2021,4,4,1
52210,2022,6,6,1
52210,2023,8,8,1
52210,2024,3,3,1
52215,2021,11,11,1
52215,2022,11,11,1
52215,2023,13,13,2
52215,2024,15,15,2
52224,2021,4,4,1
52224,2022,3,3,1
52224,2023,4,4,1
52224,2024,12,12,1
52227,2021,9,9,1
52227,2022,7,7,1
52227,2023,8,8,2
52227,2024,12,12,1
52233,2021,5,5,1
52233,2022,8,8,1
52233,2023,1,1,1
52233,2024,5,5,1
52240,2021,9,9,1
52240,2022,19,19,1
52240,2023,23,23,2
52240,2024,18,18,2
52250,2022,3,3,1
52250,2023,3,3,1
52250,2024,8,8,1
52254,2021,4,4,1
52254,2022,3,3,1
52254,2023,6,6,1
52254,2024,5,5,1
52256,2021,2,2,1
52256,2022,7,7,1
52256,2023,9,9,2
52256,2024,7,7,1
52258,2021,12,12,1
52258,2022,15,15,1
52258,2023,20,20,2
52258,2024,12,12,1
52260,2021,13,13,2
52260,2022,8,8,1
52260,2023,13,13,1
52260,2024,11,11,2
52287,2022,8,8,2
52287,2023,6,6,1
52287,2024,4,4,1
52317,2021,17,17,1
52317,2022,17,17,2
52317,2023,13,13,2
52317,2024,13,13,1
52320,2021,2,2,1
52320,2022,6,6,1
52320,2023,5,5,1
52320,2024,8,8,1
52323,2021,5,5,1
52323,2022,2,2,1
52323,2023,2,2,1
52323,2024,10,10,1
52352,2021,3,3,1
52352,2022,2,2,1
52352,2023,3,3,1
52352,2024,2,2,1
52354,2021,3,3,1
52354,2022,3,3,1
52354,2023,9,9,1
52354,2024,2,2,1
52356,2021,129,129,2
52356,2022,163,163,4
52356,2023,168,168,3
52356,2024,119,119,3
52378,2021,11,11,1
52378,2022,17,17,1
52378,2023,20,20,1
52378,2024,15,15,1
52381,2021,5,5,1
52381,2022,12,12,1
52381,2023,9,9,1
52381,2024,5,5,1
52385,2021,5,5,1
52385,2022,4,4,1
52385,2023,4,4,1
52385,2024,3,3,1
52390,2023,2,2,1
52390,2024,1,1,1
52399,2021,31,31,3
52399,2022,16,16,1
52399,2023,27,27,4
52399,2024,23,23,2
52405,2021,2,2,1
52405,2022,9,9,1
52405,2023,3,3,1
52405,2024,6,6,1
52411,2021,11,11,1
52411,2022,8,8,1
52411,2023,4,4,1
52411,2024,9,9,1
52418,2021,6,6,1
52418,2022,11,11,2
52418,2023,10,10,1
52418,2024,9,9,1
52427,2021,2,2,1
52427,2022,2,2,1
52427,2023,5,5,1
52427,2024,3,3,1
52435,2021,3,3,1
52435,2022,4,4,1
52435,2023,5,5,1
52435,2024,6,6,2
52473,2022,1,1,1
52473,2023,1,1,1
52473,2024,3,3,2
52480,2021,5,5,1
52480,2022,1,1,1
52480,2023,2,2,1
52480,2024,4,4,2
52490,2021,5,5,1
52490,2022,2,2,1
52490,2023,9,9,1
52490,2024,11,11,1
52506,2021,2,2,1
52506,2022,1,1,1
52506,2023,1,1,1
52506,2024,6,6,1
52520,2021,1,1,1
52520,2022,1,1,1
52520,2023,1,1,1
52520,2024,3,3,1
52540,2021,5,5,1
52540,2022,8,8,2
52540,2023,9,9,1
52540,2024,8,8,1
52560,2021,3,3,1
52560,2022,15,15,2
52560,2023,7,7,2
52560,2024,6,6,1
52565,2021,1,1,1
52565,2022,3,3,1
52565,2023,1,1,1
52565,2024,1,1,1
52573,2021,10,10,1
52573,2022,9,9,1
52573,2023,9,9,1
52573,2024,1,1,1
52585,2021,12,12,2
52585,2022,12,12,1
52585,2023,19,19,1
52585,2024,16,16,1
52612,2021,28,28,1
52612,2022,11,11,1
52612,2023,9,9,1
52612,2024,14,14,1
52621,2021,1,1,1
52621,2022,6,6,1
52621,2023,3,3,1
52621,2024,6,6,1
52678,2021,24,24,1
52678,2022,28,28,1
52678,2023,18,18,2
52678,2024,19,19,1
52683,2021,25,25,2
52683,2022,28,28,3
52683,2023,13,13,2
52683,2024,11,11,1
52685,2021,6,6,1
52685,2022,17,17,1
52685,2023,8,8,1
52685,2024,10,10,1
52687,2021,4,4,1
52687,2022,17,17,1
52687,2023,19,19,1
52687,2024,11,11,1
52693,2021,13,13,1
52693,2022,5,5,1
52693,2023,12,12,1
52693,2024,9,9,1
52694,2021,4,4,1
52694,2022,7,7,1
52694,2023,4,4,1
52694,2024,4,4,1
52696,2021,3,3,1
52696,2023,5,5,1
52696,2024,4,4,1
52699,2021,3,3,1
52699,2022,6,6,1
52699,2023,4,4,1
52699,2024,6,6,1
52720,2021,3,3,1
52720,2022,3,3,1
52720,2023,2,2,1
52720,2024,5,5,1
52786,2021,8,8,2
52786,2022,16,16,1
52786,2023,14,14,2
52786,2024,6,6,1
52788,2021,4,4,1
52788,2022,6,6,1
52788,2023,7,7,1
52788,2024,5,5,1
52835,2021,110,110,1
52835,2022,112,112,2
52835,2023,121,121,3
52835,2024,124,124,4
52838,2021,41,41,1
52838,2022,42,42,2
52838,2023,44,44,2
52838,2024,47,47,2
52885,2021,11,11,1
52885,2022,15,15,2
52885,2023,14,14,2
52885,2024,5,5,1
54001,2021,464,464,9
54001,2022,572,572,8
54001,2023,637,637,7
54001,2024,627,627,7
54003,2021,33,33,2
54003,2022,45,45,1
54003,2023,34,34,1
54003,2024,23,23,3
54051,2021,2,2,1
54051,2022,2,2,1
54051,2023,3,3,1
54051,2024,1,1,1
54099,2021,2,2,1
54099,2022,2,2,1
54099,2023,4,4,1
54099,2024,5,5,1
54109,2021,1,1,1
54109,2023,2,2,1
54109,2024,4,4,2
54125,2021,2,2,1
54125,2023,1,1,1
54128,2021,4,4,1
54128,2022,2,2,1
54128,2023,3,3,2
54128,2024,1,1,1
54172,2021,5,5,1
54172,2022,11,11,1
54172,2023,3,3,1
54172,2024,15,15,1
54174,2021,5,5,1
54174,2022,5,5,1
54174,2023,8,8,2
54174,2024,7,7,2
54206,2021,21,21,1
54206,2022,12,12,1
54206,2023,15,15,1
54206,2024,12,12,1
54223,2022,2,2,1
54223,2023,2,2,1
54223,2024,2,2,1
54239,2021,4,4,1
54239,2022,1,1,1
54239,2023,2,2,1
54239,2024,3,3,1
54245,2021,7,7,1
54245,2022,13,13,1
54245,2023,10,10,1
54245,2024,7,7,1
54250,2021,43,43,2
54250,2022,15,15,1
54250,2023,28,28,1
54250,2024,33,33,1
54261,2021,11,11,1
54261,2022,18,18,2
54261,2023,17,17,2
54261,2024,11,11,2
54313,2021,5,5,1
54313,2023,6,6,1
54313,2024,1,1,1
54344,2021,5,5,1
54344,2022,4,4,1
54344,2023,6,6,1
54344,2024,9,9,1
54347,2021,1,1,1
54347,2023,1,1,1
54347,2024,3,3,1
54377,2021,2,2,1
54377,2023,1,1,1
54377,2024,3,3,1
54385,2021,7,7,1
54385,2022,5,5,1
54385,2023,3,3,1
54385,2024,2,2,1
54398,2021,8,8,1
54398,2022,7,7,2
54398,2023,4,4,1
54398,2024,7,7,1
54405,2021,36,36,1
54405,2022,61,61,1
54405,2023,42,42,1
54405,2024,75,75,2
54418,2022,2,2,1
54418,2023,3,3,1
54418,2024,3,3,1
54480,2021,3,3,1
54480,2022,3,3,1
54480,2024,1,1,1
54498,2021,153,153,3
54498,2022,161,161,5
54498,2023,161,161,5
54498,2024,164,164,3
54518,2021,44,44,1
54518,2022,62,62,2
54518,2023,63,63,1
54518,2024,73,73,1
54520,2021,1,1,1
54520,2022,1,1,1
54520,2023,2,2,1
54520,2024,2,2,1
54553,2021,3,3,1
54553,2022,5,5,1
54553,2023,4,4,1
54553,2024,7,7,1
54599,2021,3,3,1
54599,2024,1,1,1
54660,2021,5,5,1
54660,2022,3,3,1
54660,2023,2,2,1
54660,2024,5,5,1
54670,2021,10,10,1
54670,2022,10,10,1
54670,2023,11,11,1
54670,2024,12,12,1
54673,2021,3,3,1
54673,2022,1,1,1
54673,2023,4,4,1
54673,2024,4,4,2
54680,2023,3,3,1
54680,2024,1,1,1
54720,2021,5,5,1
54720,2022,9,9,1
54720,2023,10,10,1
54720,2024,9,9,1
54743,2021,1,1,1
54743,2022,3,3,1
54743,2023,1,1,1
54743,2024,7,7,2
54800,2021,21,21,1
54800,2022,21,21,1
54800,2023,20,20,1
54800,2024,29,29,1
54810,2021,21,21,1
54810,2022,27,27,1
54810,2023,27,27,2
54810,2024,25,25,1
54820,2021,6,6,1
54820,2022,3,3,1
54820,2023,3,3,1
54820,2024,4,4,1
54871,2021,4,4,1
54871,2022,2,2,1
54871,2023,1,1,1
54871,2024,4,4,1
54874,2021,45,45,1
54874,2022,60,60,1
54874,2023,61,61,1
54874,2024,75,75,1
63001,2021,332,332,5
63001,2022,320,320,7
63001,2023,333,333,9
63001,2024,262,262,7
63111,2021,1,1,1
63111,2022,1,1,1
63111,2023,3,3,1
63111,2024,6,6,1
63130,2021,98,98,1
63130,2022,73,73,2
63130,2023,64,64,2
63130,2024,64,64,1
63190,2021,20,20,1
63190,2022,34,34,3
63190,2023,30,30,2
63190,2024,25,25,1
63212,2021,8,8,1
63212,2022,3,3,1
63212,2023,7,7,2
63212,2024,4,4,1
63272,2021,9,9,1
63272,2022,5,5,1
63272,2023,5,5,1
63272,2024,14,14,1
63302,2021,3,3,1
63302,2022,7,7,3
63302,2023,7,7,2
63302,2024,5,5,1
63401,2021,24,24,3
63401,2022,53,53,2
63401,2023,44,44,1
63401,2024,51,51,1
63470,2021,29,29,1
63470,2022,26,26,3
63470,2023,26,26,1
63470,2024,25,25,1
63548,2021,3,3,1
63548,2022,4,4,2
63548,2023,9,9,2
63548,2024,4,4,1
63594,2021,33,33,1
63594,2022,20,20,1
63594,2023,26,26,1
63594,2024,30,30,2
63690,2021,4,4,1
63690,2022,7,7,1
63690,2023,12,12,1
63690,2024,4,4,1
66001,2021,480,480,7
66001,2022,622,622,8
66001,2023,692,692,6
66001,2024,609,609,3
66045,2021,11,11,1
66045,2022,15,15,1
66045,2023,10,10,1
66045,2024,11,11,3
66075,2021,1,1,1
66075,2022,6,6,1
66075,2023,4,4,1
66075,2024,5,5,1
66088,2021,28,28,1
66088,2022,23,23,1
66088,2023,16,16,1
66088,2024,11,11,1
66170,2021,294,294,3
66170,2022,411,411,2
66170,2023,422,422,3
66170,2024,409,409,6
66318,2021,7,7,1
66318,2022,8,8,1
66318,2023,16,16,1
66318,2024,12,12,1
66383,2021,9,9,1
66383,2022,7,7,1
66383,2023,10,10,2
66383,2024,6,6,1
66400,2021,38,38,2
66400,2022,49,49,3
66400,2023,51,51,2
66400,2024,32,32,1
66440,2021,17,17,1
66440,2022,10,10,1
66440,2023,13,13,1
66440,2024,11,11,1
66456,2021,25,25,1
66456,2022,27,27,1
66456,2023,15,15,1
66456,2024,13,13,1
66572,2021,12,12,1
66572,2022,15,15,1
66572,2023,19,19,1
66572,2024,6,6,1
66594,2021,25,25,2
66594,2022,26,26,4
66594,2023,18,18,3
66594,2024,15,15,1
66682,2021,59,59,2
66682,2022,114,114,4
66682,2023,94,94,1
66682,2024,102,102,2
66687,2021,6,6,1
66687,2022,19,19,2
66687,2023,15,15,2
66687,2024,11,11,1
68001,2021,446,446,6
68001,2022,578,578,11
68001,2023,660,660,9
68001,2024,573,573,7
68020,2021,1,1,1
68051,2021,1,1,1
68051,2022,3,3,1
68051,2023,3,3,1
68051,2024,3,3,1
68077,2021,16,16,1
68077,2022,20,20,2
68077,2023,19,19,1
68077,2024,16,16,1
68079,2021,3,3,1
68079,2022,3,3,1
68079,2023,9,9,1
68079,2024,2,2,1
68081,2021,103,103,4
68081,2022,127,127,1
68081,2023,169,169,3
68081,2024,261,261,4
68092,2022,4,4,1
68092,2023,5,5,1
68092,2024,1,1,1
68101,2021,3,3,1
68101,2022,1,1,1
68101,2023,4,4,1
68101,2024,5,5,1
68121,2023,2,2,1
68132,2021,2,2,1
68132,2023,1,1,1
68147,2021,3,3,1
68147,2022,1,1,1
68147,2023,6,6,2
68147,2024,4,4,1
68152,2022,3,3,1
68152,2023,2,2,1
68160,2022,1,1,1
68160,2023,1,1,1
68162,2021,5,5,1
68162,2022,3,3,1
68162,2023,3,3,2
68162,2024,2,2,1
68167,2021,3,3,2
68167,2022,6,6,1
68167,2023,7,7,1
68167,2024,8,8,1
68169,2021,2,2,1
68169,2022,2,2,1
68169,2023,1,1,1
68169,2024,2,2,1
68176,2021,2,2,1
68176,2022,1,1,1
68176,2023,3,3,1
68176,2024,2,2,1
68179,2021,1,1,1
68179,2022,1,1,1
68179,2024,2,2,1
68190,2021,18,18,1
68190,2022,17,17,1
68190,2023,24,24,2
68190,2024,12,12,1
68207,2021,3,3,1
68207,2022,6,6,1
68207,2023,7,7,1
68207,2024,1,1,1
68209,2021,1,1,1
68209,2022,3,3,1
68209,2023,2,2,1
68209,2024,1,1,1
68211,2022,3,3,1
68211,2023,5,5,1
68211,2024,3,3,1
68217,2022,2,2,1
68217,2023,1,1,1
68217,2024,2,2,1
68229,2021,3,3,1
68229,2022,2,2,1
68229,2023,8,8,1
68229,2024,7,7,1
68235,2021,5,5,1
68235,2022,2,2,1
68235,2023,2,2,1
68235,2024,2,2,2
68250,2021,1,1,1
68250,2022,3,3,1
68250,2024,2,2,1
68255,2021,9,9,1
68255,2022,6,6,1
68255,2023,4,4,1
68255,2024,3,3,2
68264,2023,1,1,1
68266,2023,4,4,1
68266,2024,4,4,1
68271,2021,1,1,1
68276,2021,196,196,2
68276,2022,273,273,3
68276,2023,282,282,4
68276,2024,236,236,4
68296,2021,3,3,1
68296,2022,1,1,1
68296,2023,1,1,1
68298,2022,3,3,1
68298,2023,1,1,1
68298,2024,2,2,1
68307,2021,146,146,3
68307,2022,152,152,2
68307,2023,195,195,2
68307,2024,182,182,2
68318,2022,3,3,2
68318,2023,3,3,3
68318,2024,4,4,1
68320,2021,1,1,1
68320,2022,1,1,1
68320,2023,2,2,1
68322,2021,2,2,1
68322,2022,1,1,1
68324,2022,2,2,1
68324,2023,3,3,1
68324,2024,2,2,1
68327,2021,6,6,1
68327,2022,1,1,1
68327,2023,2,2,1
68368,2021,2,2,1
68368,2022,1,1,1
68370,2023,1,1,1
68377,2021,3,3,1
68377,2022,7,7,1
68377,2024,1,1,1
68385,2021,5,5,1
68385,2022,3,3,1
68385,2023,4,4,1
68385,2024,11,11,1
68397,2021,2,2,1
68397,2022,1,1,1
68406,2021,19,19,2
68406,2022,17,17,1
68406,2023,26,26,2
68406,2024,22,22,2
68418,2021,11,11,1
68418,2022,9,9,1
68418,2023,9,9,2
68418,2024,5,5,1
68425,2021,2,2,1
68425,2023,1,1,1
68425,2024,1,1,1
68432,2021,13,13,1
68432,2022,35,35,1
68432,2023,33,33,1
68432,2024,22,22,2
68444,2021,1,1,1
68444,2022,3,3,2
68444,2023,5,5,1
68444,2024,2,2,1
68464,2021,2,2,2
68464,2022,4,4,1
68464,2023,1,1,1
68464,2024,4,4,1
68468,2021,1,1,1
68468,2022,1,1,1
68468,2023,1,1,1
68498,2021,4,4,2
68498,2022,1,1,1
68498,2023,1,1,1
68498,2024,3,3,1
68500,2021,8,8,1
68500,2022,4,4,1
68500,2023,8,8,1
68500,2024,15,15,1
68502,2021,3,3,1
68502,2022,1,1,1
68522,2022,1,1,1
68522,2023,3,3,1
68522,2024,1,1,1
68524,2023,3,3,1
68533,2021,1,1,1
68533,2022,1,1,1
68533,2023,3,3,1
68533,2024,1,1,1
68547,2021,104,104,2
68547,2022,122,122,3
68547,2023,137,137,3
68547,2024,149,149,3
68549,2021,2,2,1
68549,2022,1,1,1
68549,2024,2,2,1
68572,2021,3,3,1
68572,2022,9,9,1
68572,2023,5,5,1
68572,2024,4,4,1
68573,2021,3,3,2
68573,2022,6,6,1
68573,2023,6,6,1
68573,2024,2,2,1
68575,2021,5,5,1
68575,2022,5,5,1
68575,2023,4,4,1
68575,2024,3,3,1
68615,2021,10,10,1
68615,2022,17,17,3
68615,2023,18,18,1
68615,2024,14,14,2
68655,2021,5,5,1
68655,2022,15,15,1
68655,2023,10,10,1
68655,2024,14,14,1
68669,2021,2,2,1
68669,2022,2,2,1
68669,2023,4,4,1
68669,2024,6,6,2
68673,2021,7,7,1
68673,2022,3,3,1
68673,2023,1,1,1
68679,2021,41,41,1
68679,2022,71,71,2
68679,2023,81,81,2
68679,2024,79,79,1
68682,2021,2,2,1
68684,2021,1,1,1
68684,2022,2,2,1
68684,2023,4,4,1
68684,2024,2,2,1
68686,2022,2,2,1
68689,2021,8,8,2
68689,2022,8,8,1
68689,2023,20,20,2
68689,2024,12,12,1
68705,2022,1,1,1
68720,2021,1,1,1
68720,2022,1,1,1
68745,2021,1,1,1
68745,2023,5,5,1
68745,2024,7,7,1
68755,2021,7,7,1
68755,2022,22,22,3
68755,2023,20,20,1
68755,2024,22,22,2
68770,2021,2,2,1
68770,2022,2,2,1
68770,2023,8,8,1
68770,2024,3,3,1
68773,2021,2,2,1
68773,2023,1,1,1
68773,2024,2,2,1
68780,2021,1,1,1
68780,2022,1,1,1
68780,2023,2,2,1
68780,2024,2,2,1
68820,2021,2,2,1
68820,2022,5,5,1
68820,2023,4,4,1
68820,2024,10,10,1
68855,2021,1,1,1
68855,2023,1,1,1
68855,2024,8,8,2
68861,2021,14,14,2
68861,2022,10,10,1
68861,2023,16,16,1
68861,2024,20,20,1
68867,2024,1,1,1
68872,2021,3,3,2
68872,2022,7,7,1
68872,2023,4,4,1
68872,2024,3,3,1
68895,2021,7,7,1
68895,2022,5,5,1
68895,2023,4,4,1
68895,2024,5,5,1
70001,2021,164,164,3
70001,2022,199,199,3
70001,2023,232,232,1
70001,2024,249,249,4
70110,2021,11,11,1
70110,2022,3,3,1
70110,2023,10,10,2
70110,2024,9,9,1
70124,2021,3,3,1
70124,2022,5,5,1
70124,2023,2,2,1
70124,2024,3,3,1
70204,2021,4,4,1
70204,2022,5,5,1
70204,2023,3,3,1
70204,2024,13,13,1
70215,2021,34,34,1
70215,2022,40,40,1
70215,2023,56,56,3
70215,2024,42,42,3
70221,2021,10,10,1
70221,2022,20,20,1
70221,2023,18,18,2
70221,2024,16,16,1
70230,2021,3,3,2
70230,2022,6,6,1
70230,2023,4,4,1
70230,2024,7,7,1
70233,2021,3,3,1
70233,2022,7,7,1
70233,2023,3,3,1
70233,2024,10,10,2
70235,2021,18,18,1
70235,2022,11,11,1
70235,2023,15,15,1
70235,2024,21,21,2
70265,2021,3,3,1
70265,2023,3,3,1
70265,2024,8,8,1
70400,2021,2,2,1
70400,2022,3,3,1
70400,2023,2,2,1
